一世
丹脂
丹脣
丹英
丹薬
丹誠
丹邱生
丹鉛
丹闕
丹陛
丹霄
丹霞
丹青
丹頂
丹鳳
主上
主事
主人
主体
主体（體）
主催
主典
主司
主君
主器
主因
主基
主客
主客転倒
主客転（轉）倒
主客轉倒
主宰
主家
主席
主幹
主弁
主弁（辨）
主張
主従
主従（從）
主從
主恩
主戸
主持
主文
主旨
主査
主権
主権（權）
主權
主殿寮
主母
主流
主潮
主父
主眼
主税
主税寮
主第
主筆
主管
主簿
主義
主翁
主脈
主脳
主脳（腦）
主腦
主要
主観
主観（觀）
主觀
主計
主謀
主賓
主辨
主辱臣死
主領
主馬寮
主體
乂安
乃今
乃公
乃往
乃者
乃至
乄（〆）
久懐
久懐（懷）
久懷
久故
久曠
久次
久淹
久疾
久行
久要
久視
久視（視）
久逸
久逸（逸）
久遠
久闊
久離
久視
久逸
久（镹）
之字路
之繞
乎古止点
乎古止点（點）
乎古止點
乎哉
乏匱
乏月
乏絶
乖別
乖忤
乖異
乖繆
乖背
乖隔
乖離
乗伝
乗伝（傳）
乗傳
乗勢
乗田
乗竜
乗竜（龍）
乗車之会
乗車之会（會）
乗車之會
乗輿
乗長風破万里浪
乗除
乗鶴
乗龍
乗（乘）勢
乗（乘）長風破万（萬）里浪
乗（乘）（椉）
乘勢
乘長風破萬里浪
乙乙
乙夜
乙夜之覧
乙夜之覧（覽）
乙夜之覽
乙女
乙張
乙甲
乙科
乙第
乙鳥
九五
九仞
九仞功虧一簣
九伯
九冬
九刑
九十九折
九十春光
九卿
九原
九合
九品
九品官人法
九回腸
九垓
九夏
九天
九夷
九子
九官
九山
九川
九州
九廟
九思
九折
九拜
九拝
九拝（拜）
九族
九星
九春
九曜
九服
九死一生
九江
九泉
九流
九淵
九牛一毛
九牧
九疇
九皐
九秋
九穀
九穀（穀）
九竅
九章
九経
九経（經）
九經
九華
九華帳
九華灯
九華灯（燈）
九華燈
九衢
九賓
九軍
九輪
九逝
九重
九重天
九陌
九陽
九霄
九鼎
九鼎大呂
九穀
乞人
乞命
乞巧
乞巧奠
乞盟
乞食
乞骸
乞骸骨
也与
也与哉
也与（與）
也与（與）哉
也乎哉
也哉
也夫
也已
也已矣
也矣
也與
也與哉
乱丁
乱世
乱世之音
乱亡
乱伐
乱作
乱俗
乱倫
乱入
乱山
乱暴
乱書
乱流
乱点
乱点（點）
乱獲
乱理
乱用
乱発
乱発（發）
乱發
乱神
乱神（神）
乱立
乱筆
乱算
乱脈
乱臣
乱臣賊子
乱舞
乱蟬
乱行
乱読
乱読（讀）
乱讀
乱費
乱賊
乱造
乱道
乱階
乱離
乱麻
乱點
乱神
乱（亂）
乱（亂）算
乳母
乳気
乳気（氣）
乳氣
乳糜
乳臭
乳虎
乳酪
乳鉢
乾乾
乾元
乾児
乾児（兒）
乾兒
乾坤
乾坤一擲
乾屎橛
乾徳
乾徳（德）
乾德
乾杯
乾沒
乾没
乾没（沒）
乾浄
乾浄（淨）
乾涸
乾淨
乾湿
乾湿（濕）
乾漆
乾濕
乾燥
乾物
乾瓢
乾綱
乾酪
乾隆帝
乾隆（隆）帝
乾飯
乾隆帝
乾（乹）
亀井昭陽
亀兆
亀卜
亀坼
亀手
亀書
亀玉
亀甲
亀甲獣骨
亀甲獣（獸）骨
亀甲獸骨
亀竜寿
亀竜寿（龍壽）
亀筮
亀紐
亀紫
亀背
亀胸
亀裂
亀趺
亀鑑
亀鶴
亀鼈
亀鼎
亀齡
亀齢
亀齢（齡）
亀龍壽
亀（龜）
亂算
了了
了察
了当
了当（當）
了得
了恕
了悟
了承
了然
了當
了知
了見
了解
了｛諒｝承
了｛諒｝解
予一人
予備
予兆
予奪
予審
予小子
予後
予怠
予感
予断
予断（豫斷）
予期
予測
予程
予算
予聞
予見
予言
予謀
予譲
予譲（讓）
予讓
予賈
予餞会
予（予）（豫）
予（豫）備
予（豫）兆
予（豫）審
予（豫）後
予（豫）怠
予（豫）感
予（豫）期
予（豫）測
予（豫）程
予（豫）算
予（豫）聞
予（豫）見
予（豫）言
予（豫）謀
予（豫）賈
予（豫）餞会（會）
争友
争奪
争姸
争子
争端
争臣
争衡
争覇
争覇（霸）
争訟
争議
争鋒
争長
争長競短
争闘
争闘（鬪）
争霸
争鬪
争（爭）
争（爭）姸
争（爭）長競短
事上磨錬
事上磨錬（鍊）
事上磨鍊
事事
事事物物
事以密成
事例
事典
事半功倍
事変
事変（變）
事大
事大主義
事宜
事情
事態
事故
事業
事機
事況
事無二成
事理
事由
事端
事變
事象
事迹
事（亊）（叓）
二三子
二世
二人
二人同心其利断金
二人同心其利断（斷）金
二人同心其利斷金
二儀
二八
二六時中
二典
二十一史
二十二史
二十五絃
二十八宿
二十四史
二十四孝
二十四気
二十四気（氣）
二十四氣
二千石
二南
二合半
二四不同二六対
二四不同二六対（對）
二四不同二六對
二天
二姓
二尊
二律背反
二心
二更
二月花
二柄
二毛
二気
二気（氣）
二氣
二程
二程全書
二聖
二豎
二酉
二雅
二難
二難（難）
二難
二（弍）
于于
于公高門
于嗟
于定国
于定国（國）
于定國
于帰
于帰（歸）
于役
于歸
于越
于闐
云何
云為
云為（爲）
云爲
云爾
互市
互恵
互恵（惠）
互惠
互換
互文
互生
互角
互訓
互譲
互譲（讓）
互讓
互選
五丈原
五代
五代史
五代史記
五体
五体投地
五体（體）
五体（體）投地
五侯
五倍子
五倫
五典
五刑
五加皮
五十歩百歩
五原
五味
五品
五声
五声（聲）
五大夫
五官
五尺之童
五山
五山文学
五山文学（學）
五山文學
五岳
五岳（嶽）
五嶽
五帝
五常
五徳
五徳（德）
五德
五悪
五悪（惡）
五情
五惡
五感
五戒
五教
五斗米
五斗米道
五方
五星
五時
五更
五服
五松山
五柳先生
五根
五欲
五爵
五牲
五畜
五百羅漢
五百羅漢（漢）
五百羅漢
五礼
五礼（禮）
五禮
五穀
五穀（穀）
五節句
五節（節）句
五紀
五経
五経博士
五経（經）
五経（經）博士
五絶
五經
五經博士
五聖
五聲
五胡
五胡十六国
五胡十六国（國）
五胡十六國
五臓
五臓六腑
五色
五花馬
五苦
五蘊
五行
五行相剋
五行相生
五行説
五覇
五覇（霸）
五言
五言古詩
五言律詩
五言絶句
五車之書
五輪塔
五逆
五里霧中
五金
五銖銭
五銖銭（錢）
五銖錢
五陵
五雑俎
五雑（雜）俎
五雜俎
五雲
五霸
五音
五風十雨
五體
五體投地
五黃
五黄
五黄（黃）
五穀
五節句
井井
井梧
井泉
井田
井田法
井目
井竈
井筒
井臼
井蛙
井蛙不可以語於海
井陘口
井魚
亙古
些事
些些
些少
些末
些細
亜卿
亜子
亜将
亜将（將）
亜將
亜州
亜槐
亜母
亜流
亜父
亜相
亜細亜
亜細亜（亞）
亜細亞
亜聖
亜（亞）
亟務
亟行
亡人
亡卒
亡命
亡国之音
亡国（國）之音
亡國之音
亡失
亡将
亡将（將）
亡將
亡年
亡年交
亡慮
亡状
亡状（狀）
亡狀
亡羊之歎
亡羊補牢
亡者
亡聊
亡臣
亡賴
亡走
亡逸
亡逸（逸）
亡霊
亡霊（靈）
亡靈
亡頼
亡頼（賴）
亡骸
亡魂
亡逸
亡（兦）
亢傲
亢奮
亢旱
亢礼
亢礼（禮）
亢禮
亢竜有悔
亢竜（龍）有悔
亢進
亢陽
亢龍有悔
交付
交代
交分
交叉
交合
交喙
交媾
交子
交尾
交差
交差｛叉｝
交情
交感
交態
交戟
交手
交接
交旧
交易
交替
交歓
交歓〔（歡）｛驩｝〕
交歡
交渉
交睫
交結
交絶不出悪声
交絶不出悪声（惡聲）
交絶不出惡聲
交臂
交衢
交詢
交誼
交趾
交迭
交通
交遊
交配
交鈔
交錯
交関
交関（關）
交關
交際
交霊
交霊（靈）
交靈
交驩
亥月
亥豕之譌
亨通
亨運
享受
享国
享国（國）
享國
享宴
享年
享有
享楽
享楽（樂）
享樂
享礼
享礼（禮）
享祭
享福
享福（福）
享禮
享食
享福
享（亯）
京兆
京兆尹
京劇
京国
京国（國）
京國
京坊
京城
京官
京尹
京洛
京畿
京華
京観
京観（觀）
京觀
京邑
京都
京闕
京（亰）
亭主
亭亭
亭候
亭午
亭台
亭台（臺）
亭子
亭次
亭然
亭臺
亭長
亮察
亮然
亮直
亮陰
亮隔
亶父
人一能之己百之
人世
人中騏驥
人之将死其言也善
人之将（將）死其言也善
人之將死其言也善
人事
人事不省
人倫
人傑
人処
人処（處）
人口
人吏
人君
人君之道
人和
人品
人境
人士
人壽
人外
人天
人妖
人定
人寰
人寿
人寿（壽）
人工
人役
人径
人径（徑）
人後
人徑
人徳
人徳（德）
人德
人心
人心如面
人性
人情
人我
人才
人文
人日
人望
人格
人権
人権（權）
人權
人民
人気
人気（氣）
人氣
人海
人災
人為
人為（爲）
人煙
人爲
人爵
人牧
人物
人理
人琴之歎
人琴俱亡
人生
人生七十古來稀
人生七十古来稀
人生七十古来（來）稀
人生如朝露
人生感意気
人生感意気（氣）
人生感意氣
人界
人皇
人皇氏
人籟
人臣
人莫躓於山而躓於垤
人處
人衆者勝天
人表
人言
人語
人足
人跡
人身
人身御供
人道
人間
人間万事塞翁馬
人間万（萬）事塞翁馬
人間到処有青山
人間到処（處）有青山
人間到處有青山
人間萬事塞翁馬
人霊
人霊（靈）
人靈
人非人
人面獣心
人面獣（獸）心
人面獸心
人頭
人頭税
人風
人馬平安
人鬼
什一
什伍
什伯之器
什佰
什器
什物
什襲
什長
仁兄
仁厚
仁君
仁声
仁声（聲）
仁壽
仁宗
仁寿
仁寿（壽）
仁徳
仁徳（德）
仁德
仁心
仁恕
仁恤
仁恵
仁恵（惠）
仁惠
仁愛
仁慈
仁政
仁斎学派
仁斎学（齋學）派
仁沢
仁沢（澤）
仁澤
仁獣
仁獣（獸）
仁獸
仁王
仁篤
仁義
仁義礼智
仁義礼智信
仁義礼（禮）智
仁義礼（禮）智信
仁義禮智
仁義禮智信
仁者
仁聲
仁術
仁里
仁風
仁齋學派
仁（忈）
仄字
仄径
仄径（徑）
仄徑
仄日
仄目
仄聞
仄起
仄陋
仄韻
仆偃
仆斃
仇仇
仇匹
仇名
仇怨
仇英
仇視
仇視（視）
仇讐
仇隙
仇視
今上
今体
今体詩
今体（體）
今体（體）詩
今來古往
今古
今古奇観
今古奇観（觀）
今古奇觀
今文
今文学
今文学（學）
今文學
今旦
今昔
今昔之感
今是昨非
今暁
今暁（曉）
今曉
今月
今来古往
今来（來）古往
今次
今生
今者
今茲
今隷
今隷（隸）
今隸
今雨
今體
今體詩
介之推
介介
介入
介冑
介在
介士
介字
介居
介心
介意
介抱
介添
介然
介特
介甲
介石
介福
介福（福）
介立
介紹
介虫
介虫（蟲）
介蟲
介護
介錯
介馬
介鱗
介福
仍世
仍孫
仍旧
仍然
仏事
仏偈
仏典
仏刹
仏前
仏名会
仏名会（會）
仏名會
仏図
仏図（圖）
仏国
仏国記
仏国（國）
仏国（國）記
仏國
仏國記
仏圖
仏土
仏子
仏家
仏師
仏座
仏徒
仏心
仏性
仏教
仏果
仏樹
仏法
仏法僧
仏法僧（僧）
仏法僧
仏滅
仏滅日
仏然
仏生会
仏生会（會）
仏生日
仏生會
仏眼
仏祖
仏祖（祖）
仏祠
仏籬祖室
仏籬祖（祖）室
仏籬祖室
仏緣
仏縁
仏縁（緣）
仏老
仏者
仏舎利
仏語
仏足石
仏郎機
仏門
仏閣
仏陀
仏頂面
仏餉
仏龕
仏祖
仏（佛）
仔細
仔肩
仕丁
仕儀
仕学
仕学（學）
仕學
仕官
仕途
仕進
他出
他力
他力本願
他家
他山之石
他律
他意
他故
他日
他生
他界
他盗
他盗（盜）
他盜
他端
他聞
他言
他郷
他郷（鄕）
他鄕
仗気
仗気（氣）
仗氣
仗義
仗身
仗馬
付上
付与
付与（與）
付丙丁
付会
付会（會）
付倚
付党
付党（黨）
付則
付加
付句
付合
付和雷同
付嘱
付嘱（囑）
付囑
付属
付属（屬）
付屬
付帯
付帯（帶）
付帶
付會
付梓
付款
付比
付着
付箋
付耳
付與
付親
付言
付託
付記
付議
付近
付錄
付録
付録（錄）
付随
付随（隨）
付隨
付隷
付隷（隸）
付隸
付馬
付鳳
付黨
仙人
仙人掌
仙仏
仙仏（佛）
仙仙
仙佛
仙女
仙姿玉質
仙子
仙客
仙山
仙才
仙掌
仙掖
仙果
仙楽
仙楽（樂）
仙樂
仙洞
仙源
仙界
仙禁
仙童
仙籍
仙薬
仙術
仙袂
仙貨紙
仙蹕
仙輿
仙遊
仙門
仙閣
仙雲
仙霊
仙霊（靈）
仙靈
仙風道骨
仙骨
仞（仭）
仟佰
仡仡
仡然
代償
代参
代参（參）
代參
代官
代序
代書
代替
代物
代理
代筆
代署
代耕
代舎
代行
代言
代言人
代謝
代赭
代馬
代馬依北風
令丞
令人
令典
令匹
令史
令堂
令外
令媛
令室
令尊
令尹
令日
令旨
令月
令望
令正
令状
令状（狀）
令狀
令狐徳棻
令狐徳（德）棻
令狐德棻
令甲
令節
令節（節）
令終
令聞
令色
令郎
令顔
令節
以來
以升量石
以卵投石
以古為鑑
以古為（爲）鑑
以古爲鑑
以和為貴
以和為（爲）貴
以和爲貴
以夷攻夷
以往
以心伝心
以心伝（傳）心
以心傳心
以暴易暴
以杙為楹
以杙為（爲）楹
以杙爲楹
以来
以来（來）
以毒制毒
以水投石
以為
以為（爲）
以爲
以直報怨
以管窺天
以聞
以血洗血
以逸待労
以逸待労（勞）
以逸待勞
以遠
以頭搶地
以類聚
以食為天
以食為（爲）天
以食爲天
以（㠯）
仮令
仮借
仮名
仮定
仮寓
仮寝
仮寝（寢）
仮寢
仮山
仮庵
仮日
仮母
仮泊
仮王
仮病
仮称
仮称（稱）
仮稱
仮虎威
仮装
仮装（裝）
仮裝
仮言
仮託
仮設
仮説
仮貸
仮面
仮髻
仮（假）
仮（假）虎威
