α波
かぶとを脱ぐ
かぶりを振る
かまどの下の灰まで
かまどを起こす
かもがねぎをしょって来る
かもが葱をしょって来る
かも知れない
かゆい所に手が届く
からすの鳴かぬ日はあっても
からと言って
から下手
かるた取り
かわいい子には旅をさせよ
かわいさ余って憎さ百倍
かわたれ時
かんかん照り
かんしゃくを起こす
かんじん縒り
かんで含める
か年
か弱い
か所
か月
か条
か細い
か黒い
がた減り
がた落ち
がちゃ目
がなり立てる
がぶり寄り
がぶ飲み
がらがら蛇
がら空き
が如く
きじも鳴かずば撃たれまい
きつねとたぬきのだまし合い
きつねとたぬきの化かし合い
きつねと狸のだまし合い
きつねと狸の化かし合い
きな臭い
きのこ雲
きびすを接して
きびすを返す
きまりが悪い
きまり悪い
きめ細か
きめ細かい
きめ細やか
きりきり舞い
ぎっくり腰
ぎゅうぎゅう詰め
ぎゅう詰め
くぎを刺す
くさびを打ち込む
くしの歯が欠けるよう
くしの歯をひくよう
くしの歯を挽くよう
くその役にも立たない
くそ食らえ
くちばしが黄色い
くちばしを入れる
くの字
くの字点
くもの子を散らすよう
くりくり坊主
くわを入れる
くノ一
ぐい飲み
ぐうの音
ぐうの音も出ない
ぐしょ濡れ
ぐっと来る
ぐるぐる巻き
けちん坊
けったくそ悪い
けにも晴れにも
けむに巻く
けんかを売る
けんかを買う
げじげじ眉
げたを履かせる
げたを履くまで分からない
げたを預ける
げっぷが出るほど
げんこつを見舞う
げんこを食らわす
こうべを垂れる
ここで会ったが百年目
ここに来て
ここの所
ここを先途と
ここ一番
こそ泥
こちんと来る
こっちの物
こっ酷い
ことばが過ぎる
ことばに余る
ことばに甘える
ことばを失う
ことばを尽くして
ことばを濁す
ことばを返す
こどもの日
こども園
この上
この上とも
この上ない
この上は
この世
この分
この前
この家
この度
この所
この故に
この方
この期
この節
この親にしてこの子あり
この辺
この野郎
この間
この際
この頃
こは如何に
こびを売る
これと言って
これより先
これを要するに
これ幸い
これ有るかな
これ者
これ見よがし
こわもてに出る
こん畜生
ごた混ぜ
ごちゃ混ぜ
ごっこ遊び
ごった煮
ごった返す
ごて得
ごまを擂る
ごみ出し
ごみ屋敷
ごみ溜め
ごみ箱
ごり押し
ごろた石
ご多分に漏れず
ご機嫌を伺う
ご機嫌斜めならず
ご覧に入れる
さいは投げられた
さおを差す
さぎをからすと言いくるめる
さぎを烏と言いくるめる
ささくれ立つ
さざれ石
さじを投げる
さばを読む
さやを払う
さらけ出す
さる者
さんざっ腹
さんしょは小粒でもひりりと辛い
さんしょは小粒でもぴりりと辛い
さんぴん茶
さん付け
さ入れ言葉
さ緑
さ走る
さ迷う
ざく切り
ざまあ見ろ
ざら紙
ざるを得ない
ざんばら髪
したり顔
しっかり者
して見ると
しなを作る
しのぎを削る
しびれが切れる
しゃがみ込む
しゃくに障る
しゃしゃり出る
しゃっちょこ張る
しゃっちょこ立ち
しゃり感
しょい投げを食わせる
しょっ引く
しょぼ濡れる
しょ引く
しらを切る
し所
し済ます
し直す
し遂げる
じだんだを踏む
じだんだ踏む
じゃが芋
じゃじゃ馬
じゃん拳
じり安
じり押し
じり貧
じり高
じわじわ来る
すごみを利かせる
すずめ百まで踊り忘れず
すっぽ抜ける
すねに傷持つ
すまじきものは宮仕え
ずっ転ける
ずば抜ける
ずぶ濡れ
ずり上がる
ずり下がる
ずり落ちる
ずる休み
ずる剝け
ずる剥け
ずれ込む
ずわい蟹
ずんべら坊
ずんべら棒
ず嫌い
せきを切ったよう
せざるを得ない
せせら笑う
せん方ない
せん術
そうかと思えば
そうかと言って
そうは問屋が卸さない
そう言えば
そこへ持って来て
そこへ行くと
そそり立つ
そっち退け
そっぽを向く
その上
その人
その他
その代わり
その伝
その儀
その分
その場
その場凌ぎ
その場逃れ
その場限り
その実
その後
その手
その手は桑名の焼きはまぐり
その挙げ句
その方
その日暮らし
その昔
その時はその時
その気
その物
その物ずばり
その癖
その筋
その節
その辺
その通り
その道
その都度
その間
そぼ濡れる
そぼ降る
そもそも論
そよとの風
そよ吹く
それが証拠に
それと言うのも
それにも増して
それに引き換え
それ故
それ相当
それ相応
それ者
それ見たことか
ぞろ目
たがを締める
たくし上げる
たくし込む
たくり上げる
たこ焼き
たたけばほこりが出る
たたらを踏む
ただの鼠ではない
ただより高いものはない
たった今
たで食う虫も好き好き
たなごころを指すよう
たもとを分かつ
たもとを絞る
たもとを連ねる
たも網
たり得る
たんかを切る
たんぽ槍
だからと言って
だだっ広い
だだ漏れ
だぼ鯊
だまされたと思って
だめで元々
だめで元元
だめを出す
だめを押す
だらりの帯
ちびっ子
ちゃんこ鍋
ちゃんちゃん焼き
ちゃん付け
ちょい役
ちょうずを使う
ちょうちんに釣り鐘
ちょちょ切れる
ちょっと見
ちょび髭
ちょんの間
ちょん切る
ちりも積もれば山となる
ちりを切る
ちり鍋
ちんどん屋
って言うか
っ子
っ放し
っ気
つえとも柱とも頼む
つかぬ事
つけ場
つむじを曲げる
つむじ風
つ方
てこでも動かない
てんこ盛り
てんてこ舞い
て言うか
ですます体
でんぐり返し
でんぐり返る
でんでん太鼓
とうが立つ
とうの昔
とぐろを巻く
とさかに来る
とち狂う
とっくの昔
とっこに取る
とてもの事に
とどまる所を知らない
とどめを刺す
とは言い条
とは言うものの
とは言え
とば口
ともづなを解く
ともに天をいただかず
ともに天を戴かず
とやに就く
とろろ昆布
とろ火
とろ身
とわの眠りに就く
とんとん拍子
とんびがたかを生む
とんびが鷹を生む
とんびに油揚げをさらわれる
とんぼを切る
と併せ
と併せて
と共に
と同時に
と思いきや
と胸
と胸を突かれる
と見こう見
と見ると
と言い
と言い条
と言う
と言うか
と言うことで
と言うことは
と言うと
と言うのは
と言うのも
と言う訳で
と言えば
と言えばうそになる
と言った
と言ったら
と言って
と言っては
と言っても
と言わず
と金
どうかと思う
どうしてかと言うと
どう致しまして
どこと言って
どこに目をつけているのか
どこの馬の骨かわからない
どこをたたけばそんな音が出るのか
どこを切っても
どこを切り取っても
どこを叩いても
どこを叩けばそんな音が出るのか
どこを押せば
どこ吹く風
どさ回り
どじを踏む
どす黒い
どちらに転んでも
どっちへ転んでも
どっち付かず
どどめ色
どの口が言うのか
どの口で言うのか
どの面下げて
どぶに捨てる
どぶ漬け
どら声
どら息子
どら焼き
どら猫
どれと言って
どれ一つ
どろぼうにも三分の理
どろぼうに追い銭
どろぼうを捕らえて見ればわが子なり
どろぼうを見て縄をなう
どろんを決める
どんちゃん騒ぎ
どんでん返し
どん尻
どん底
どん詰まり
ど偉い
ど根性
ど派手
ど畜生
ど真ん中
ど突く
ど迫力
ない物はない
ない袖は振れぬ
なきに等しい
なきを得ない
なくて七癖
なし崩し
なせば成る
なたを振るう
なめた鰈
なり何なり
なんぼ何でも
な過ぎる
に付けても
に併せ
に併せて
に加うるに
に加えて
に及び
に反し
に反して
に対し
に対して
に対する
に引き換え
に引き換えて
に当たって
に当たり
に従って
に至っては
に関し
に関して
に限って
に随って
に際し
に際して
ぬかに釘
ぬかみそが腐る
ぬるま湯
ぬるま湯につかる
ぬれぬ先こそ露をもいとえ
ぬれぬ先こそ露をも厭え
ぬれ手であわ
ぬれ手で粟
ぬれ手にあわ
ぬれ手に粟
ねじを巻く
ねずみに引かれる
ねたばを合わせる
ねんねこ半纏
のうのう様
のけ反る
のしを付けて差し上げる
のしを付けて進呈する
のっぺら坊
のっぺら棒
のと併せ
のと併せて
のに併せ
のに併せて
のに反し
のに反して
のに対し
のに対して
のに引き換え
のに引き換えて
のの字
のの様
のべつ幕なし
のめり込む
のら息子
のれんに腕押し
のれんを下ろす
のれんを分ける
のろしを上げる
の何の
はえば立て、立てば歩めの親心
はかりに掛ける
はげ散らかす
はさみを入れる
はしごを外される
はすに構える
はたの見る目も
はち切れる
はっきり言って
はとが豆鉄砲を食ったよう
はなも引っかけない
はみ出す
はみ出る
はみ肉
はらわたが煮えくり返る
ばかとはさみは使いよう
ばかと鋏は使いよう
ばかにつける薬はない
ばかを見る
ばかを言え
ばた足
ばつが悪い
ばら売り
ばら寿司
ばら弾
ばら撒く
ばら線
ばら銭
ばん広
ぱっと見
ぱらぱら漫画
ひさしを貸して母屋を取られる
ひそみに倣う
ひた押し
ひた謝り
ひた走る
ひた隠し
ひっ腰
ひびが入る
ひょうたんから駒
ひょうたんから駒が出る
ひょろ長い
ひれ伏す
ひんしゅくを買う
ひん剝く
ひん剥く
ひん曲げる
ひ弱
ひ弱い
びしょ濡れ
びっくり仰天
びっくり水
びっくり箱
びょうぶと商人はまっすぐでは立たぬ
びりっ尻
ぴんと来る
ふぐは食いたし命は惜しし
ふたを開ける
ふるさと納税
ふんどしを締める
ふん捕まえる
ふん縛る
ぶいぶい言わせる
ぶち上げる
ぶち切れ
ぶち壊す
ぶち当たる
ぶち抜く
ぶち明ける
ぶち殺す
ぶち空ける
ぶち込む
ぶっきら棒
ぶっこ抜く
ぶった切る
ぶった斬る
ぶっつけ本番
ぶっ倒れる
ぶっ切る
ぶっ叩く
ぶっ壊す
ぶっ掛け
ぶっ掛ける
ぶっ放す
ぶっ散らかす
ぶっ欠き
ぶっ欠く
ぶっ殺す
ぶっ潰す
ぶっ続け
ぶっ込み釣り
ぶっ込む
ぶっ通す
ぶっ違い
ぶっ飛ばす
ぶっ飛ぶ
ぶつかり稽古
ぶつ切り
ぶぶ漬け
ぶら下がり
ぶら下がる
ぶりっ子
ぶん投げる
ぶん殴る
へそが茶を沸かす
へその緒切って以来
へそを曲げる
へたり込む
へとも思わない
へな猪口
への字
への突っ張りにもならない
へばり付く
べき論
べた一面
べた凪
べた惚れ
べた褒め
べた雪
べったら漬け
ぺら一
ぺんぺん草
ぺんぺん草が生える
ほうれい線
ほくそ笑む
ほぞを噛む
ほぞを嚙む
ほぞを固める
ほっぺたが落ちそう
ほっ散らかす
ほの字
ほれた腫れた
ほろほろ鳥
ぼた落ち
ぼた雪
ぼろ儲け
ぼろ切れ
ぼろ家
ぼろ滓
ぼろ糞
ぽち袋
ぽっと出
ぽんぽん蒸気
まかぬ種は生えぬ
まぐれ当たり
まつ毛
まなじりを決する
まな板に載せる
まぶたが合わない
まぶたが重くなる
まぶたに浮かぶ
まれに見る
みこしを上げる
みこしを担ぐ
みこしを据える
みずからを持する
みずから持する
みそも糞もいっしょに
みどりの日
みんみん蝉
みんみん蟬
むさ苦しい
むず痒い
むだ飯を食う
めかし込む
めくら千人目明き千人
めくら蛇におじず
めくら蛇に怖じず
めじ鮪
めっきが剝げる
めっきが剥げる
めんどうを見る
めんどう見がいい
もう一つ
もう一度
もう一息
もう一歩
もう先
もう少し
もぐずり込む
もって如何となす
もって瞑すべし
もつ煮
もみじを散らす
もやもや病
もんじゃ焼き
も何も
やいばに血塗る
やぐらを振る
やすきに就く
やたら漬け
やっちゃ場
やっつけ仕事
やって来る
やって行く
やの字結び
やぶから棒
やぶをつついて蛇を出す
やむを得ない
やも知れぬ
やりが降っても
やりっ放し
やり切れない
やり口
やり合う
やり得
やり手
やり抜く
やり損なう
やり方
やり残す
やり玉に挙げる
やり甲斐
やり直す
やり貰い
やり込める
やり返す
やり遂げる
やり過ごす
やり難い
やる気
やん衆
や否や
ゆし豆腐
よう言わんわ
よしの髄から天井のぞく
よたを飛ばす
よだれを流す
よっ友
よりを戻す
より一層
より以上
より取り見取り
より良い
よろけ縞
よわいを重ねる
らちが明かない
らちを明ける
ら抜き言葉
ら辺
れ足す言葉
ろうを噛むよう
ろうを嚙むよう
ろれつが回らない
わが意を得たり
わが身かわいさ
わが身をつねって人の痛さを知れ
わが身を抓って人の痛さを知れ
わが道を行く
わさびが利く
わびを入れる
わらじを脱ぐ
わらの上から
を以て
を問わず
ん坊
ん子
ん家
アキレス腱
アクセス権
アスペルガー症候群
アチャラ漬け
アドオン方式
アドバルーンを揚げる
アナウンス効果
アフリカ連合
アホ毛
アマニ油
アミノ酸
アミ掛け
アミ点
アメと鞭
アメリカ合衆国
アメリカ白火取
アラビア数字
アルカリ性
アルカリ性食品
アルコール中毒
アルコール依存症
アルツハイマー病
アルファ化米
アルペン種目
アル中
アンテナを張る
アート紙
イオン交換樹脂
イスラム帝国
イスラム教
イタイイタイ病
イタ飯
イチ推し
イッキ飲み
イノシン酸
イベリコ豚
イボ痔
イラ立つ
インサイダー取引
インディカ米
インド洋
イージス艦
イ調
イ音便
ウェブ会議システム
ウエイトを置く
ウエルター級
ウォール街
ウナ電
ウ冠
ウ音便
エイコサペンタエン酸
エコノミークラス症候群
エコー検査
エチケット袋
エテ公
エナメル質
エボラ出血熱
エポキシ樹脂
エメラルド婚式
エンゲル係数
オイル焼き
オクタン価
オクターブが上がる
オゾン層
オフロード車
オフ会
オブラートに包む
オプション取引
オマール海老
オリゴ糖
オリーブ色
オレイン酸
オレオレ詐欺
オレンジ色
オート三輪
オープン価格
オープン戦
カイゼル髭
カギカッコ付き
カタカナ語
カタン糸
カチ割る
カッコ付き
カッコ悪い
カップ麺
カツ丼
カノン砲
カリ肥料
カルタ取り
カルメ焼き
カレー粉
カンカン帽
カンジダ症
カンフル注射
カーキ色
カービン銃
カ変
カ氏
カ氏温度
カ行変格活用
ガイガー計数管
ガキ大将
ガサ入れ
ガス台
ガス壊疽
ガス室
ガス弾
ガス抜き
ガス欠
ガス釜
ガス銃
ガタが来る
ガテン系
ガニ股
ガラスの天井
ガラス張り
ガラス繊維
ガラッ八
ガリ勉
ガリ版
ガン見
キノコ雲
キャップ数
キャノーラ油
キャラクター商品
キャラ弁
キャラ立ち
キリスト教
キリ番
キロワット時
キロ数
キロ程
キー局
ギアが入る
ギアを上げる
ギャン泣き
ギョロ目
ギリシャ正教
ギ酸
クエン酸
クオータ制
クモ膜
クモ膜下出血
クラスター分析
クラスター爆弾
クラフト紙
クリーム色
クロイツフェルトヤコブ病
ク活用
グラスを傾ける
グラニュー糖
グリニッジ時
グリーン電力
グルタミン酸
グレシャムの法則
グローブを交える
グローブを合わせる
ケイ素
ケイ酸
ケツの穴が小さい
ケツを割る
ケツを持つ
ケント紙
ゲシュタルト崩壊
ゲバ棒
ゲラ刷り
ゲリラ豪雨
ゲン担ぎ
ゲーム差
コの字
ココ椰子
コスタリカ方式
コップの中の嵐
コップ酒
コピー食品
コペルニクス的転回
コマ落ち
コマ落とし
コミュニティー放送
コミュニティ放送
コミューター航空
コロンブスの卵
コンマ以下
コール天
ゴシック式
ゴト師
ゴネ得
ゴブラン織
ゴム印
ゴム手
ゴム消し
ゴム糊
ゴム編み
ゴム跳び
ゴム輪
ゴム長
ゴリ押し
ゴールを割る
サイマル放送
サテライト局
サビ残
サポート校
サラダ菜
サラ金
サリチル酸
サルモネラ菌
サービス業
サービス残業
サ変
サ行変格活用
サ高住
シク活用
システム手帳
シックハウス症候群
シマ唄
シャッターを切る
シャッポを脱ぐ
シャボン玉
シュウ酸
ショック療法
ショ糖
シリンダー錠
シングル幅
シングル盤
シールド工法
ジェット機
ジェット気流
ジカ熱
ジニ係数
ジャケ買い
ジャスミン茶
ジャポニカ米
ジャンプ傘
ジュネーブ条約
スイッチが入る
スキルス癌
スキー板
スクラムを組む
スケ番
スジ肉
スッパ抜く
ストックホルム症候群
ストップ安
ストップ高
ストレッチ体操
スナップ豌豆
スパルタ教育
スプレー咲き
スポーツの日
スポーツ刈り
スポーツ庁
スポーツ障害
スポ根
スライド制
スーパー大回転
スープの冷めない距離
ズベ公
ズボン下
ズーズー弁
セコンドを刻む
セスナ機
セラチア菌
セル生産方式
セル画
セーム革
セーラー服
セ氏
セ氏温度
ゼロから再スタートする
ゼロから再出発する
ゼロから出発する
ゼロが一つ多い
ゼロ回答
ゼロ敗
ゼロ歳
ソビエト連邦
ソーダ水
ソ連
ゾーンに入る
タウン誌
タオルを投げる
タカ派
タコ部屋
タコ配
タッチの差
タテ社会
タブレット端末
タメ口
タメ年
タロ芋
タンパク質
タン塩
ダイヤモンド婚式
ダウン症
ダウ平均
ダシ汁
ダダ漏れ
ダチ公
ダフ屋
ダブル幅
ダメ元
ダメ出し
ダメ押し
ダモクレスの剣
ダンピング症候群
チェックを入れる
チェーン店
チキン南蛮
チベット仏教
チャラ男
チョイ役
チラ見
チラ見せ
チリ紙
チンチン電車
チンドン屋
ツリー構造
テキ屋
テラ銭
テレビン油
テレビ電話
テーブルに載せる
テープを切る
デイジー図書
デキ婚
デジタル信号
デジタル家電
デジタル庁
デジタル放送
デジタル通信
デパ地下
デパ屋
デポジット制
デリンジャー現象
デング熱
データ放送
データ通信
トイレが近い
トコロテン式
トップ染め
トラスト運動
トラッキング現象
トランス脂肪酸
トラ箱
トリプル安
トルコ帽
トルコ石
トレーラー映像
トロイの木馬
トロ箱
トンネル会社
ト書き
ト調
ト音記号
ドア口
ドカ弁
ドカ雪
ドカ食い
ドコサヘキサエン酸
ドサ回り
ドタ靴
ドック入り
ドップラー効果
ドミノ倒し
ドミノ現象
ドミノ移植
ドヤ顔
ドライブ感
ドラム缶
ドラ声
ドラ息子
ドラ猫
ドル箱
ドンデン返し
ドント方式
ドン引き
ドーナツ現象
ドーナツ盤
ド根性
ド派手
ド畜生
ド真ん中
ド迫力
ナツメ球
ナトリウム灯
ナパーム弾
ナ変
ナ行変格活用
ニクロム線
ニコチン中毒
ニッカド電池
ニッパ椰子
ニ調
ネクタイ留め
ネズミ講
ネット取引
ネット家電
ネット裏
ネフローゼ症候群
ノアの方舟
ノアの箱船
ノノ点
ノミ屋
ノミ行為
ノルディック種目
ノンレム睡眠
ノーベル賞
ノ木偏
ハの字
ハイブリッド車
ハトロン紙
ハト派
ハングリー精神
ハンセン病
ハンマー投げ
ハードルが高い
ハ調
バイオ燃料
バイパス手術
バイ菌
バク宙
バク転
バスに乗り遅れる
バス停
バセドウ病
バタ屋
バタ臭い
バック台
バック転
バトンを渡す
バナー広告
ババを引く
ババ抜き
バベルの塔
バラバラ殺人
バラモン教
バラ肉
バルト三国
バロック音楽
バンタム級
パイプ椅子
パッカー車
パック旅行
パナマ帽
パニック障害
パブリシティー権
パブリシティ権
パブロフの犬
パリ祭
パンの木
パンダ目
パントテン酸
パンドラの箱
パン種
パン粉
パン食
パーキンソン病
パーソナリティー障害
パーソナリティ障害
ヒアルロン酸
ヒマラヤ杉
ヒューム管
ヒレ肉
ヒンズー教
ヒンドゥー教
ヒ素
ビア樽
ビタミンＢ群
ビフィズス菌
ビル風
ビープ音
ビール腹
ビー玉
ピアノ線
ピカ一
ピッチが速い
ピッチを上げる
ピュリッツァー賞
ピリオドを打つ
ピリ辛
ピロリ菌
ピン札
ピークを打つ
ピースが揃う
フィルムに収める
フェザー級
フェーン現象
フォーク並び
フッ素
フッ素樹脂
フツ男
フテ寝
フライス盤
フライ級
フライ返し
フライ麺
フランス革命
フリーエージェント制
フル回転
ブタ箱
ブチ切れ
ブツ切り
ブドウ球菌
ブドウ糖
ブラウン管
ブラック企業
ブルジョア革命
ブロック紙
ブロッケン現象
ブン屋
ブー垂れる
プッシュ回線
プライバシー権
プライベート商品
プラスチック爆弾
プラセボ効果
プリント配線
プリン体
プログラミング言語
プロ野球
プール熱
プー太郎
ヘビー級
ヘボン式
ヘ調
ヘ音記号
ベア天
ベタ焼き
ベタ組み
ベタ記事
ベタ足
ベタ遅れ
ベレー帽
ベロ毒素
ベンチを温める
ベーチェット病
ペテン師
ペンは剣よりも強し
ペンを入れる
ペンを執る
ペンを折る
ペンを置く
ペンを走らせる
ペン先
ペン入れ
ペン字
ペン胼胝
ペン腁胝
ペン軸
ホウ砂
ホウ素
ホウ酸
ホコ天
ホルモン焼き
ホ調
ボギー車
ボタンの掛け違い
ボタン電池
ボタ山
ボツリヌス菌
ボール紙
ポイントが高い
ポイントを落とす
ポイ捨て
ポジティブリスト制度
ポチ袋
ポリ容器
ポリ袋
ポルテニア音楽
ポロ葱
ポンチ絵
ポン引き
ポン酢
マイクロ波
マウンドを踏む
マチ金
マットに沈む
マテ茶
マニュアル車
ママ友
マルクスレーニン主義
マルクス主義
マルチ商法
マル得
マル暴
マル秘
マル高
マント狒々
マント狒狒
ミイラ取りがミイラになる
ミサイル防衛
ミシンを踏む
ミシン目
ミドル級
ミニマム級
ミュータンス菌
ミリ波
ミレニアル世代
ムチと人参
ムラ社会
ムード音楽
ムール貝
メガホンを取る
メスを入れる
メタ言語
メニエール病
メビウスの帯
メモ帳
メラミン樹脂
メリケン粉
メリヤス編み
メル友
メンチを切る
メンチ切る
メートルを上げる
メートル法
モチーフ繋ぎ
モチーフ繫ぎ
モツ煮
モテ期
モンロー主義
モールス符号
ヤマ場
ヤミ市
ヤミ金
ヤリ玉
ヤードポンド法
ユダヤ教
ユニット家具
ユニフォームを脱ぐ
ユリア樹脂
ヨウ化
ヨウ素
ヨコ社会
ヨナ抜き
ヨーロッパ共同体
ヨーロッパ連合
ライトヘビー級
ライト級
ライ麦
ラシャ紙
ラシャ綿
ラジオ体操
ラジオ星
ラスパイレス指数
ラス一
ラッサ熱
ラッセル車
ラッパを吹く
ラッパ飲み
ラップ現象
ラテン文字
ラテン語
