一个
三度
三彭
三径
三従
三復
三徳
三思
三恪
三惑
三成
三戒
三才
三折
三推
三握
三損
三教
三斗
三旌
三族
三旬
三易
三春
三昧
三晋
三曜
三更
三朝
三材
三条
三極
三楽
三槐
三正
三歳
三殤
三泉
三洞
三流
三浣
三浴
三清
三澣
三点
三物
三牲
三献
三畳
三登
三皇
三益
三省
三知
三礼
三秦
三稜
三竿
三笑
三策
三箇
三粛
三精
三素
三統
三絶
三綱
三線
三老
三聖
三聘
三脚
三舎
三芝
三苑
三葉
三蒼
三虫
三衛
三衣
三袒
三觴
三計
三論
三譲
三踊
三軍
三載
三輔
三辞
三辰
三遅
三選
三酉
三采
三鑑
三閣
三閭
三隻
三雍
三革
三顧
三風
三飯
三黜
上下
上世
上乗
上交
上人
上仙
上代
上位
上僭
上元
上冢
上則
上午
上古
上台
上司
上品
上善
上国
上士
上天
上奉
上奏
上官
上寿
上層
上工
上巳
上帝
上席
上年
上庠
上座
上弦
上徳
上意
上懇
上戸
上手
上春
上智
上書
上朝
上木
上栄
上格
上梓
上歳
上殿
上気
上洛
上流
上浣
上清
上游
上源
上潮
上澣
上熟
上番
上直
上知
上禄
上章
上第
上等
上策
上算
上納
上聞
上肢
上肴
上腴
上船
上行
上衡
上衣
上表
上裁
上覧
上言
上訴
上諭
上謁
上賀
上賓
上賜
上足
上路
上達
上頭
上駕
下世
下九
下交
下人
下位
下体
下僕
下僚
下元
下処
下劣
下午
下吏
下問
下嚥
下国
下土
下圧
下坐
下墜
下士
下声
下奴
下妻
下嫁
下学
下官
下客
下寿
下工
下帷
下年
下弦
下意
下愚
下截
下戸
下手
下才
下拝
下斉
下服
下材
下民
下気
下泄
下泉
下流
下浣
下湿
下澣
下瀬
下物
下獄
下班
下痢
下直
下瞰
下禄
下秩
下程
下稷
下端
下第
下筆
下策
下罪
下胎
下臣
下臨
下藩
下行
下視
下貧
下賤
下走
下趾
下輩
下辺
下道
下達
下遷
下酒
下里
下野
下鑰
下阯
下降
下限
下風
下馬
不一
不世
不乙
不予
不二
不令
不佞
不佳
不便
不信
不倫
不偏
不備
不億
不允
不党
不公
不共
不具
不典
不凡
不刊
不利
不動
不協
不可
不和
不問
不図
不堪
不変
不夜
不天
不如
不妥
不子
不学
不安
不定
不実
不宣
不審
不尽
不屈
不常
不平
不幸
不度
不庭
不弁
不弐
不弔
不弟
不当
不律
不徳
不忠
不快
不急
不恭
不恵
不悉
不悌
不惑
不意
不愨
不慈
不慧
不慮
不懌
不才
不抜
不敏
不敬
不敵
不文
不斉
不料
不断
不方
不日
不明
不易
不昧
不是
不時
不智
不服
不朽
不材
不次
不正
不歯
不殄
不毛
不治
不法
不浄
不淑
不測
不満
不滅
不潔
不然
不物
不理
不男
不皇
不眠
不磨
不祥
不禄
不私
不称
不稽
不穀
不穏
不端
不第
不粛
不精
不純
不経
不給
不羈
不群
不義
不肖
不肯
不能
不腆
不臣
不良
不若
不虔
不虞
不衷
不言
不誼
不調
不謹
不識
不貞
不貲
不軌
不輸
不辜
不辰
不迪
不通
不遇
不運
不遑
不道
不醇
不錯
不韻
不順
不顕
不類
不験
与与
与取
与同
与告
与国
与奪
与展
与徒
与慮
与手
与期
与游
与知
与聞
与謀
与議
与陳
丐人
丐剝
丐取
丐命
丐夫
丐巧
丐戸
丐籍
丐者
丐育
丐貸
丐頡
丐食
丐養
丐首
丑児
丑座
丑月
丑満
丑肉
丑角
且使
且夫
且字
且当
且是
且然
且道
丕丕
丕休
丕功
丕命
丕図
丕址
丕基
丕愆
丕承
丕業
丕構
丕欽
丕烈
丕祉
丕祚
丕緒
丕績
丕訓
丕運
丕釐
丕隆
丕顕
世上
世世
世主
世乱
世事
世交
世人
世代
世伝
世俗
世儀
世儒
世兄
世冑
世務
世及
世叔
世吏
世味
世哲
世嗣
世塵
世士
世変
世外
世婚
世婦
世嫡
世子
世家
世局
世幹
世徳
世患
世情
世態
世慮
世戚
世才
世故
世族
世旧
世栄
世業
世模
世機
世次
世母
世沢
世治
世法
世準
世父
世用
世界
世禄
世箴
世範
世系
世紛
世累
世統
世網
世縁
世職
世臣
世英
世表
世規
世誉
世論
世譜
世議
世路
世途
世運
世道
世鑒
世門
世間
世難
世類
丘井
丘亭
丘兆
丘八
丘冢
丘原
丘園
丘垤
丘塋
丘塚
丘墓
丘墟
丘墳
丘壇
丘壌
丘壑
丘封
丘山
丘岳
丘役
丘木
丘林
丘樊
丘樹
丘段
丘民
丘牛
丘甲
丘甸
丘窟
丘索
丘老
丘荒
丘落
丘蚓
丘賦
丘里
丘阜
丘阿
丘陵
丘隅
丘隧
丙丁
丙午
丙夜
丙明
丙火
丙科
丙舎
丙部
丙鑒
丞参
丞史
丞尉
丞属
丞掾
丞相
丞輔
丞郎
両三
両下
両両
両中
両丱
両亡
両京
両人
両佳
両便
両傍
両儀
両全
両刀
両刃
両分
両剤
両半
両可
両君
両和
両善
両地
両堕
両大
両存
両層
両岐
両岸
両峰
両年
両度
両廡
両当
両得
両心
両忘
両情
両意
両截
両手
両損
両敗
両旁
両曜
両曹
両極
両楹
両榜
両様
両気
両没
両涯
両牘
両犀
両班
両用
両目
両眉
両眸
両眼
両瞼
両立
両竜
両端
両箇
両美
両翼
両聴
両腋
両臂
両致
両舌
両般
両舷
両葉
両行
両袒
両襠
両親
両観
両言
両許
両誉
両輪
両辞
両造
両道
両都
両間
両隠
両隣
両雄
両霊
両面
両頭
両驂
両髻
並世
並処
並列
並居
並悉
並挙
並日
並時
並枝
並湊
並無
並牀
並称
並立
並縁
並耕
並肩
並育
並興
並行
並軌
並載
並轡
並進
並馳
並駆
並駕
並騁
中伏
中使
中保
中倉
中傅
中傷
中元
中冥
中分
中区
中半
中単
中原
中和
中品
中国
中土
中坐
中城
中堅
中壼
中夏
中夕
中外
中夜
中天
中央
中婢
中婦
中子
中宗
中実
中宮
中宵
中家
中宿
中寿
中州
中帑
中府
中庭
中庸
中廃
中廷
中弟
中微
中心
中情
中意
中懐
中戸
中才
中斎
中断
中旨
中旬
中昔
中春
中時
中智
中暑
中書
中朝
中材
中林
中止
中歳
中殤
中毒
中民
中気
中河
中洲
中流
中浣
中澣
中熱
中産
中畿
中症
中直
中知
中矩
中秋
中空
中立
中第
中経
中絶
中腸
中腹
中華
中蔵
中虚
中行
中衛
中衣
中表
中裙
中試
中谷
中路
中軍
中軸
中途
中逵
中道
中適
中酒
中野
中鋒
中間
中閨
中阿
中隠
中霄
中霤
中頓
中額
中風
中飯
中飲
中饋
串仗
串供
串党
串同
串女
串子
串客
串徹
串戯
串根
串珠
串瓦
串用
串票
串習
串聯
串茶
串請
串貫
串賊
串通
串連
丸丸
丸丹
丸剣
丸剤
丸墨
丸封
丸散
丸泥
丸熊
丸薬
丸蘭
丸転
丸髻
丹丘
丹井
丹侶
丹冊
丹剤
丹台
丹土
丹堊
丹壑
丹室
丹寸
丹崖
丹巌
丹帷
丹干
丹府
丹彩
丹心
丹忱
丹悃
丹懇
丹房
丹掖
丹旗
丹曦
丹書
丹朱
丹柱
丹栄
丹棘
丹楓
丹楹
丹楼
丹款
丹毒
丹沙
丹洞
丹液
丹溜
丹漆
丹烏
丹田
丹甲
丹瞼
丹砂
丹碧
丹穎
丹穴
丹竹
丹筆
丹篆
丹粉
丹粟
丹紅
丹絃
丹経
丹羽
丹脂
丹脣
丹艶
丹芝
丹若
丹英
丹葉
丹薬
丹虹
丹血
丹衷
丹裳
丹訣
丹詔
丹誠
丹赤
丹赭
丹輪
丹邱
丹鉛
丹闕
丹陛
丹雲
丹霄
丹霞
丹青
丹頂
丹魚
丹鳳
丹鴻
丹鼎
主一
主上
主事
主人
主位
主体
主使
主僕
主僧
主公
主典
主券
主勢
主名
主后
主君
主唱
主土
主坐
主壻
主威
主婦
主子
主守
主客
主宰
主家
主将
主峰
主帥
主師
主席
主幹
主座
主弁
主張
主従
主恩
主意
主戸
主持
主故
主教
主敬
主文
主断
主旨
主書
主権
主母
主沢
主流
主皮
主盟
主相
主眼
主神
主祭
主第
主管
主簿
主義
主翁
主股
主脳
主膳
主葬
主術
主衣
主要
主親
主観
主計
主試
主誉
主謀
主賓
主車
主進
主長
主領
主顧
主首
主鬯
乂俊
乂安
乂寧
乂康
乂清
乃今
乃公
乃後
乃昔
乃時
乃父
乃翁
乃者
乃至
乃誠
乃郎
久世
久久
久之
久交
久仮
久伝
久住
久佚
久例
久別
久困
久墳
久安
久客
久宿
久寿
久廃
久延
久役
久徳
久念
久怨
久愛
久懐
久拘
久故
久旱
久淹
久游
久滞
久生
久留
久疾
久病
久知
久約
久習
久聞
久要
久計
久許
久逸
久違
久遠
久醸
久錮
久長
久闊
久陰
久雨
久駐
久齢
之人
之児
之子
之往
之無
之適
乍会
乍可
乍地
乍寒
乍往
乍然
乍能
乍見
乍設
乍雨
乎号
乎哉
乎来
乎爾
乎而
乏人
乏劣
乏匱
乏厄
乏困
乏少
乏尽
乏月
乏歳
乏竭
乏累
乏絶
乏興
乏資
乏頓
乖人
乖僻
乖別
乖喪
乖失
乖嫌
乖崖
乖差
乖弐
乖張
乖忤
乖悖
乖戻
乖散
乖析
乖濫
乖畔
乖異
乖疎
乖疑
乖絶
乖繆
乖職
乖背
乖致
乖舛
乖覚
乖角
乖言
乖誕
乖誤
乖謔
乖越
乖蹇
乖遇
乖違
乖邪
乖錯
乖間
乖闊
乖隔
乖離
乗伝
乗便
乗具
乗凌
乗凶
乗勢
乗化
乗匹
乗国
乗城
乗居
乗屋
乗広
乗志
乗数
乗日
乗木
乗桴
乗槎
乗権
乗機
乗正
乗治
乗流
乗涼
乗潮
乗皮
乗矢
乗石
乗積
乗空
乗竜
乗筏
乗策
乗興
乗舟
乗船
乗虚
乗計
乗路
乗車
乗軒
乗輦
乗輿
乗辺
乗運
乗遽
乗門
乗間
乗除
乗隙
乗雲
乗電
乗風
乗馬
乗駒
乗鶴
乗黄
乙乙
乙夜
乙榜
乙正
乙科
乙第
乙覧
乙選
乙部
乙鳥
九一
九丹
九九
九五
九仞
九伯
九冬
九刑
九原
九合
九命
九品
九囿
九土
九域
九塗
九壌
九天
九夷
九如
九嬪
九嬰
九字
九家
九寺
九尾
九層
九州
九幽
九弁
九成
九折
九拝
九族
九旗
九日
九旻
九春
九暑
九曜
九曲
九有
九服
九歌
九死
九河
九泉
九洛
九流
九淵
九游
九烏
九牢
九献
九畿
九疇
九皋
九穀
九竅
九老
九花
九街
九衢
九親
九訳
九軌
九逵
九達
九重
九錫
九陌
九霄
九黎
九鼎
乞与
乞丐
乞人
乞仮
乞児
乞命
乞士
乞宥
乞巧
乞帰
乞恕
乞恩
乞求
乞活
乞盟
乞相
乞米
乞者
乞覓
乞貸
乞身
乞霊
乞鞠
乞頭
乞食
乞飯
乞骸
也乎
也似
也可
也哉
也者
也耶
乱世
乱主
乱亡
乱人
乱余
乱俗
乱倫
乱入
乱兵
乱劇
乱原
乱吏
乱君
乱国
乱媒
乱山
乱峰
乱帙
乱常
乱心
乱悖
乱惑
乱想
乱抖
乱攪
乱昏
乱曲
乱本
乱根
乱梯
乱次
乱気
乱河
乱治
乱流
乱源
乱点
乱獄
乱班
乱略
乱真
乱石
乱神
乱紀
乱罰
乱群
乱臣
乱舞
乱草
乱萌
乱葉
乱虐
乱説
乱謀
乱象
乱賊
乱軍
乱辞
乱逆
乱道
乱邦
乱酔
乱闘
乱階
乱離
乱雲
乱頭
乱風
乱飛
乱髪
乱魁
乱麻
乳人
乳保
乳医
乳哺
乳姐
乳婢
乳媼
乳嫗
乳子
乳巌
乳房
乳柑
乳母
乳気
乳洞
乳牀
乳犢
乳石
乳竇
乳粥
乳糜
乳者
乳腐
乳臭
乳虎
乳酒
乳酪
乳頭
乳養
乳駒
乳魚
乾乾
乾位
乾儀
乾元
乾円
乾剛
乾喉
乾嗽
乾嘔
乾坤
乾宇
乾屎
乾徳
乾情
乾愁
乾暴
乾杯
乾梅
乾没
乾浄
乾浴
乾涸
乾燥
乾物
乾癬
乾竭
乾笑
乾粥
乾糒
乾糧
乾統
乾耗
乾肉
乾脯
乾舌
乾菜
乾萎
乾覆
乾道
乾都
乾酪
乾霊
乾食
乾飯
乾魚
亀兆
亀卜
亀印
亀屋
亀幣
亀形
亀息
亀手
亀文
亀旗
亀書
亀板
亀殻
亀牀
亀版
亀玉
亀甲
亀礎
亀符
亀筒
亀策
亀筮
亀筴
亀紐
亀綬
亀胸
亀虎
亀蛇
亀裂
亀貝
亀趺
亀鏡
亀鑑
亀骨
亀鶴
亀鼈
亀齢
了了
了事
了劣
了却
了完
了察
了当
了得
了徹
了悟
了意
了慧
了戻
了承
了然
了畢
了知
了結
了脱
了解
了語
了飲
了鳥
予付
予借
予備
予参
予告
予奪
予定
予寧
予後
予怠
予戒
予政
予料
予期
予盟
予知
予禦
予習
予聞
予見
予言
予設
予防
争乱
争先
争光
争利
争功
争名
争執
争奪
争守
争差
争弁
争引
争心
争意
争戻
争権
争気
争烈
争盟
争窺
争端
争競
争罵
争臣
争衡
争覇
争角
争訟
争語
争論
争議
争赴
争轡
争逐
争進
争長
争闘
争馳
争駆
争鬧
争鶩
争鹿
事事
事人
事件
事会
事体
事例
事倫
事典
事制
事前
事功
事効
事務
事勢
事君
事変
事外
事大
事宜
事実
事局
事幹
事幾
事序
事役
事律
事後
事情
事意
事態
事指
事故
事望
事期
事本
事条
事柄
事業
事権
事機
事況
事為
事物
事状
事理
事由
事略
事目
事礼
事端
事色
事行
事要
事親
事象
事質
事跡
事蹟
事蹤
事迹
事酒
事隙
事項
事類
事験
二世
二五
二価
二儀
二分
二刻
二南
二図
二天
二夫
二妃
二心
二意
二景
二更
二柄
二桃
二極
二毛
二気
二端
二篆
二紀
二肆
二至
二致
二衛
二親
二言
二諾
二豎
二象
二酉
二雅
二頃
二鼓
于于
于嗟
于役
于思
于越
云云
云何
云孫
云為
云爾
互交
互代
互保
互助
互市
互折
互文
互易
互物
互用
互瞻
互結
互言
互訓
互証
互譲
互錯
五事
五五
五伯
五侯
五俎
五倫
五刑
五卜
五味
五和
五土
五地
五声
五夜
五始
五季
五宗
五官
五山
五岳
五嶽
五帝
五常
五弦
五彩
五徳
五徴
五性
五情
五成
五指
五教
五斉
五斗
五族
五旗
五更
五服
五欲
五歳
五民
五湖
五玉
五瑞
五畝
五畤
五礼
五祀
五禽
五穀
五章
五等
五紀
五経
五綵
五罪
五美
五胡
五臭
五色
五蔵
五虐
五虫
五行
五覇
五言
五車
五輅
五載
五辟
五運
五采
五鎮
五門
五陵
五雉
五雲
五音
五風
井上
井中
井井
井傍
井口
井台
井味
井圃
井地
井坎
井塩
井壑
井室
井屋
井市
井幹
井底
井廩
井曲
井椁
井植
井檻
井欄
井気
井水
井池
井泉
井泥
井渠
井渫
井然
井牀
井牧
井甃
井甓
井田
井畝
井疆
井石
井税
井縄
井肆
井脈
井臼
井蛙
井谷
井辺
井遂
井邑
井里
井閭
井闌
井陌
井頭
井飲
井魚
井鮒
亙久
亙代
亙古
亙地
亙天
亙帯
亙年
亙歴
亙絶
亙連
亙隔
些事
些些
些児
些子
些少
些微
些末
些須
亜似
亜元
亜公
亜匹
亜台
亜奴
亜将
亜尹
亜帥
亜旅
亜次
亜歳
亜流
亜父
亜献
亜相
亜祖
亜等
亜聖
亜迹
亜飯
亜駝
亜魁
亟務
亟心
亟拝
亟淹
亟用
亟疾
亟絶
亟肄
亟行
亟見
亟近
亟速
亡人
亡何
亡兄
亡児
亡八
亡匿
亡去
亡君
亡命
亡国
亡失
亡実
亡室
亡射
亡帰
亡形
亡徳
亡徴
亡慮
亡戸
亡政
亡故
亡敝
亡散
亡日
亡機
亡欠
亡滅
亡父
亡状
亡用
亡益
亡窮
亡絶
亡罪
亡羊
亡者
亡聊
亡臣
亡芸
亡虜
亡術
亡謂
亡識
亡走
亡軼
亡辜
亡逃
亡逋
亡逸
亡道
亡酒
亡闕
亡隷
亡霊
亡頼
亡魂
亢世
亢亢
亢傲
亢壮
亢奮
亢扞
亢拒
亢揚
亢旱
亢昂
亢満
亢燥
亢爽
亢直
亢眉
亢礼
亢竜
亢節
亢衡
亢見
亢言
亢身
亢進
亢顔
亢鼻
交乱
交争
交付
交会
交兌
交党
交兵
交刀
交刃
交加
交匯
交午
交単
交印
交叉
交友
交収
交口
交和
交唾
交噬
交契
交婚
交尾
交市
交待
交情
交感
交態
交戦
交手
交拏
交拝
交拱
交挙
交接
交換
交援
交撃
交易
交替
交朋
交格
交椅
交款
交歓
交流
交游
交照
交爵
交牀
交献
交画
交番
交盟
交盤
交睫
交礼
交私
交窮
交紛
交結
交絡
交綏
交締
交縛
交縷
交織
交耳
交股
交脚
交臂
交蓋
交衢
交衽
交親
交觴
交訊
交訴
交誼
交識
交譲
交貿
交質
交輸
交通
交遊
交道
交配
交酢
交酬
交鋒
交錯
交闘
交陰
交際
交雑
交領
交頭
交頸
亥合
亥地
亥市
亥月
亥歩
亥豕
亦各
亦越
亨人
亨嘉
亨孰
亨泰
亨煮
亨爨
亨衢
亨途
亨通
亨運
亨魚
享世
享侑
享保
享儀
享受
享右
享嗣
享国
享宴
享寿
享年
享御
享徳
享有
享楽
享殿
享烝
享燕
享献
享礼
享祀
享祈
享祐
享祚
享祠
享祭
享禄
享福
享薦
享覲
享讌
享賜
享食
京丘
京京
京倉
京兆
京劇
京吏
京国
京圻
京坊
京城
京堂
京報
京外
京官
京室
京尹
京市
京師
京戯
京朝
京本
京様
京洛
京畿
京秩
京職
京華
京観
京調
京輔
京輦
京邑
京都
京里
京門
京闕
京陵
亭上
亭主
亭亭
亭伝
亭侯
亭候
亭公
亭午
亭台
亭吏
亭員
亭場
亭子
亭宇
亭寺
亭当
亭徼
亭景
亭楼
亭次
亭池
亭沼
亭然
亭燧
亭父
亭畔
亭立
亭置
亭育
亭舎
亭落
亭観
亭郵
亭長
亭閣
亭院
亭際
亭障
亭隧
亭館
亭駅
亮察
亮抜
亮月
亮済
亮然
亮直
亮章
亮節
亮許
亮達
亮鑒
亮闇
亮陰
亳社
亶亶
亶誠
人丁
人世
人中
人主
人乳
人事
人体
人倫
人偶
人傑
人先
人則
人力
人功
人勝
人勢
人区
人卒
人口
人吏
人君
人命
人和
人品
人員
人器
人地
人域
人境
人士
人声
人天
人夫
人奴
人妻
人子
人定
人家
人寰
人寿
人居
人屎
人工
人師
人彜
人形
人影
人役
人後
人徒
人徳
人心
人性
人情
人意
人我
人戸
人才
人排
人故
人数
人文
人施
人日
人智
人望
人材
人格
人極
人次
人欲
人民
人治
人流
人海
人火
人災
人為
人烟
人煙
人爵
人牧
人物
人犯
人生
人畜
人痾
人相
人知
人神
人籍
人籟
人紀
人綱
人義
人者
人肉
人胞
人臣
人虜
人蛻
人血
人衆
人行
人衣
人表
人言
人誉
人語
人謀
人豪
人貌
人跡
人蹤
人身
人迹
人造
人道
人野
人鏡
人鑑
人間
人隠
人隷
人雄
人霊
人非
人面
人類
人風
人鬲
人魂
什一
什伍
什伯
什具
什吏
什器
什宝
什物
什襲
什長
什麼
仁人
仁侯
仁兄
仁公
仁勇
仁厚
仁君
仁和
仁士
仁声
仁姑
仁孝
仁宥
仁寿
仁廉
仁弟
仁弱
仁心
仁恤
仁恵
仁惻
仁愛
仁慈
仁憫
仁政
仁明
仁智
仁柔
仁沢
仁矜
仁祠
仁篤
仁簡
仁義
仁者
仁聖
仁聞
仁誉
仁誼
仁謹
仁譲
仁賢
仁風
仄声
仄媚
仄室
仄席
仄影
仄径
仄微
仄日
仄歩
仄目
仄聞
仄行
仄道
仄陋
仆偃
仆僵
仆廃
仆斃
仆死
仆滅
仆漏
仆臥
仆質
仆頓
仇人
仇仇
仇偶
仇剽
仇匹
仇国
仇嫌
仇家
仇恨
仇敵
仇方
仇疾
仇矛
仇虜
仇視
仇誣
仇邦
仇隙
今上
今世
今事
今人
今代
今体
今冬
今古
今回
今士
今夏
今夕
今夜
今天
今学
今宵
今年
今後
今故
今文
今日
今旦
今早
今昔
今春
今是
今時
今晩
今暁
今曲
今月
今朝
今来
今様
今次
今歳
今生
今番
今秋
今者
今般
今草
今隷
今雨
今音
今韻
介人
介介
介使
介倪
介僻
介冑
介副
介卒
介在
介圭
介塗
介士
介婦
介寿
介居
介弐
介弟
介徳
介心
介性
介恃
介意
介慮
介懐
介潔
介然
介物
介特
介独
介甲
介異
介石
介福
介立
介紹
介絶
介者
介虫
介衆
介馬
介駟
介鮮
仍世
仍仍
仍多
仍孫
仍復
仍旧
仍然
仍貫
仍重
仏乗
仏事
仏儀
仏典
仏刹
仏前
仏吼
仏喝
仏図
仏国
仏土
仏堂
仏境
仏壇
仏天
仏子
仏宇
仏寺
仏工
仏師
仏座
仏廬
仏影
仏徳
仏心
仏性
仏戒
仏日
仏智
仏書
仏果
仏樹
仏檀
仏殿
仏法
仏然
仏界
仏祠
仏筴
仏籍
仏経
仏老
仏者
仏舎
仏衣
仏説
仏諦
仏身
仏道
仏門
仏閣
仏陀
仏頭
仏骨
仏鬱
仔密
仔望
仔猪
仔畜
仔細
仔肩
仔虫
仔鶏
仕塗
仕子
仕学
仕官
仕宦
仕家
仕林
仕歴
仕流
仕版
仕禄
仕籍
仕者
仕臣
仕路
仕途
仕進
仕門
仕隠
他事
他人
他他
他出
他国
他士
他家
他年
他心
他志
他意
他慮
他所
他技
他故
他方
他日
他時
他物
他端
他義
他能
他腸
他視
他言
他計
他語
他誰
他議
他邦
他郷
他類
仗儀
仗士
仗恃
仗托
仗気
仗策
仗節
仗義
仗衛
仗身
仗隊
仗頼
仗馬
付与
付丙
付予
付俾
付勘
付命
付嘱
付寄
付属
付授
付治
付火
付給
付託
付郵
仙丹
仙人
仙仗
仙凡
仙去
仙台
仙品
仙境
仙夫
仙姑
仙姿
仙娥
仙婆
仙媛
仙子
仙宇
仙客
仙家
仙容
仙寰
仙居
仙差
仙幃
仙心
仙手
仙才
仙掖
仙族
仙期
仙村
仙桂
仙楽
仙槎
仙法
仙洞
仙液
仙源
仙牒
仙界
仙禽
仙窟
仙籍
仙職
仙薬
仙虫
仙術
仙衣
仙訣
仙質
仙跡
仙路
仙蹕
仙蹟
仙輿
仙逝
仙遊
仙道
仙郎
仙郷
仙録
仙門
仙闕
仙階
仙霊
仙饌
仙馭
仙駕
仙骨
仙鶴
仙鼠
仝異
仞積
代代
代価
代償
代労
代匱
代叙
代哭
代奏
代子
代工
代序
代弁
代換
代替
代死
代用
代田
代筆
代耕
代興
代舎
代行
代語
代講
代謝
代輸
代間
代面
代馬
令丁
令人
令令
令儀
令兄
令児
令典
令匹
令厳
令台
令名
令君
令問
令嗣
令器
令図
令士
令声
令女
令妹
令姿
令嬢
令子
令孫
令室
令容
令尊
令岳
令弟
令徳
令慈
令慧
令政
令族
令日
令望
令条
令格
令母
令淑
令準
令甓
令眷
令章
令節
令範
令約
令終
令緒
令聞
令胤
令色
令規
令誉
令質
令辞
令辟
令辰
令閨
令顔
以上
以下
以内
以前
以及
以外
以往
以後
以心
以文
以来
以次
以為
以聞
以西
以謂
以還
以降
仮与
仮人
仮令
仮休
仮使
仮借
仮偽
仮傷
仮儒
仮充
仮冒
仮助
仮印
仮口
仮号
仮命
仮喩
仮埋
仮子
仮容
仮寐
仮寝
仮寧
仮居
仮山
仮形
仮想
仮意
仮托
仮捏
仮摂
仮日
仮易
仮楽
仮死
仮母
仮父
仮真
仮称
仮継
仮花
仮若
仮葬
仮言
仮託
仮説
仮請
仮謗
仮貸
仮賃
仮途
仮隠
仮面
仮頭
仮食
仮館
仮髻
仰亢
仰仆
仰企
仰俯
仰倒
仰嗟
仰天
仰奉
仰奏
仰屋
仰属
仰思
仰息
仰感
仰慕
仰手
仰承
仰披
仰攀
仰望
仰欽
仰止
仰毒
仰泣
仰登
仰眄
仰眺
仰瞻
仰禄
仰秣
仰窺
仰給
仰羨
仰臥
仰荷
仰薬
仰視
仰観
仰訴
仰賛
仰閲
仰頼
仰顧
仰食
仰首
仰高
仰鴆
仰鼻
仲父
仲雅
件件
件別
件挙
件数
件物
件目
件頭
任事
任人
任他
任使
任保
任信
任免
任制
任務
任勢
任器
任地
任天
任委
任娠
任子
任官
任実
任寄
任幹
任従
任心
任性
任情
任意
任憑
任憶
任所
任挙
任放
任政
任教
任智
任気
任真
任縦
任聴
任職
任能
任負
任賢
任身
任運
任達
任養
企仰
企佇
企冀
企劃
企効
企及
企図
企想
企慕
企懐
企擬
企望
企求
企画
企立
企竦
企羨
企踵
伉健
伉儷
伉合
伉壮
伉特
伉直
伉礼
伉行
伉衡
伉配
伊優
伊吾
伊呂
伊始
伊旧
伊昔
伊曹
伊洛
伊耆
伊誰
伊邑
伊闕
伊鬱
伍乗
伍人
伍伯
伍候
伍列
伍参
伍壮
伍符
伍籍
伍老
伎伎
伎作
伎倆
伎児
伎力
伎坊
伎女
伎妾
伎工
伎巧
伎数
伎楽
伎水
伎癢
伎能
伎船
伎芸
伎苛
伎荷
伎術
伎道
伏伺
伏侍
伏兵
伏処
伏刃
