一つ
一葉
一葉目を蔽えば泰山を見ず
一葉知秋
一葦
一蓮托生
一薫一蕕十年なお臭あり
一虚一盈
一行
一衣帯水
一見
一見識
一視同仁
一覧
一角
一角獣
一触即発
一觴一詠
一言一行
一言半句
一言居士
一言芳恩
一計
一読三嘆
一諾千金
一貫
一超直入
一越縮緬
一路平安
一蹴
一躍
一身
一身上
一軒家
一軒屋
一転
一辺倒
一途
一連
一進一退
一遊一予
一遍
一過
一部始終
一郭
一酔千日
一重
一銭を笑う者は一銭に泣く
一銭一厘
一長一短
一門
一閃
一閑張
一陣
一陽来復
一隅
一際
一隻眼
一難去って又一難
一韻到底
一頓挫
一頭
一頭地を抜く
一頻り
一顆
一顧
一顧傾城
一顰一笑
一風
一飯千金
一饋に十たび起つ
一騎当千
一騎打ち
一騎討ち
一驚
一髪千鈞を引く
一齣
丁々
丁々発止
丁丁
丁丁発止
丁半
丁合
丁場
丁子
丁字
丁寧
丁年
丁度
丁抹
丁男
丁稚
丁翁
丁重
丁香
丁髷
七々日
七つ
七七日
七五三
七五三縄
七五三飾り
七五調
七十にして心の欲する所に従えども矩を踰えず
七十路
七厘
七嘴八舌
七堂伽藍
七変化
七夕
七夜
七宝焼
七度尋ねて人を疑え
七日
七曜
七歩の才
七珍万宝
七生
七福神
七種
七種粥
七竅
七竈
七縦七擒
七草
七草粥
七葉樹
七転び八起き
七転八倒
七輪
七里結界
七重
七重の膝を八重に折る
七難
七難九厄
七面倒臭い
七顚八倒
七顛八倒
万々
万々千々
万々千千
万一
万万
万万千々
万万千千
万丈
万世
万世一系
万世不刊
万両
万乗
万事
万事休す
万人
万代
万全
万力
万劫
万卒は得易く一将は得難し
万古
万古不易
万古千秋
万古長青
万国
万夫不当
万巻
万年
万年青
万引
万恒河沙
万愚節
万感
万斛
万有引力
万朶
万機
万歳
万死
万死一生
万民
万灯
万灯会
万物
万物の逆旅
万物斉同
万病
万福
万端
万策
万籟
万緑
万緑叢中紅一点
万能
万能一心
万般
万華鏡
万葉仮名
万象
万邦
万里
万里同風
万鈞
万障
万難
万雷
万頃
万馬奔騰
万骨
丈余
丈六
丈夫
三々九度
三々五々
三々五五
三つ
三つ子の魂百まで
三つ巴
三つ揃い
三一
三七日
三三九度
三三五々
三三五五
三人
三人寄れば文殊の知恵
三人称
三人虎を成す
三人行えば必ず我が師あり
三令五申
三伏
三位
三位一体
三余
三助
三十にして立つ
三十一文字
三十六計逃げるに如かず
三十日
三十路
三十輻一轂を共にす
三千世界
三半規管
三原色
三叉
三叉路
三味線
三和土
三国一
三国志
三宝
三寒四温
三寸の轄
三尺の秋水
三尺去って師の影を踏まず
三差路
三布
三幅
三幅対
三平二満
三年
三年飛ばず鳴かず
三度目の正直
三度笠
三度肱を折りて良医と為る
三弦
三彩
三役
三思後行
三悪道
三才
三拍子揃う
三拝九拝
三方
三日坊主
三日天下
三日月
三昧
三更
三杯酢
三枚
三枚目
三枝
三柏
三椏
三業
三楽
三槲
三権分立
三次元
三歳
三歳の翁、百歳の童子
三段論法
三毬杖
三狐神
三界
三界流転
三界無安
三番叟
三白草
三百代言
三省
三稜草
三種の神器
三竦み
三絃
三綱五常
三線
三者三様
三者鼎談
三脚
三舎を避く
三行半
三衣
三親等
三角州
三角楓
三跡
三蹟
三軍も帥を奪うべし
三途の川
三遷の教え
三釁三浴
三里
三釜の養
三鈷
三隣亡
三面六臂
三面記事
三鞭酒
三韓
三顧の礼
上々
上がり框
上がる
上げる
上げ歌
上げ膳据え膳
上げ金
上せる
上に交わりて諂わず、下に交わりて驕らず
上る
上上
上下
上下一心
上下天光
上不見桜
上乗
上京
上人
上代
上前
上司
上告
上品
上地令
上場
上声
上奏
上巳
上布
上席
上座
上弦
上役
上得意
上意下達
上戸
上手
上手い
上手の手から水が漏る
上手物
上援下推
上擦る
上新粉
上方
上昇
上映
上書
上期
上枝
上梓
上棟
上様
上気
上水
上洛
上溝桜
上演
上物
上申
上疏
上皇
上着
上知と下愚とは移らず
上知令
上程
上策
上糝粉
上納
上総
上翳
上聞
上背
上腿
上膊
上臈
上蔟
上行下効
上衣
上表
上見ぬ鷲
上覧
上訴
上調子
上辺
上達
上達部
上野
上長
上限
上顎
上首尾
上﨟
下々
下がる
下げる
下りる
下る
下ろす
下下
下世話
下乗
下付
下僕
下克上
下剋上
下剤
下劣
下卑る
下司
下向
下命
下品
下問
下問を恥じず
下地
下女
下婢
下学上達
下宿
下層
下座
下弦
下張り
下心
下情
下意上達
下愚
下戸
下戸の建てた蔵は無い
下手
下手な鉄砲も数撃てば当たる
下手な鍛冶屋も一度は名剣
下手の横好き
下手の考え休むに似たり
下手の道具調べ
下手の長糸上手の小糸
下手人
下手物
下拵え
下文
下枝
下根
下火
下炬
下男
下界
下痢
下知
下破
下種
下穿き
下端
下策
下総
下緒
下肢
下肥
下腿
下膊
下臈
下落
下血
下衆
下衆の後知恵
下襲
下請
下貼り
下賜
下賤
下足
下達
下郎
下野
下野草
下降
下限
下陵上替
下風
下食日
下馬評
下駄
下駄も阿弥陀も同じ木の切れ
下﨟
不一
不世出
不乙
不予
不二
不仲
不作法
不作為
不例
不便
不信
不俱戴天
不倒翁
不倫
不倶戴天
不偏不党
不備
不充分
不全
不具
不利
不労所得
不動
不動明王
不十分
不協和音
不即不離
不参
不可侵条約
不可思議
不可抗力
不可欠
不可解
不可避
不吉
不同
不味い
不和
不問
不善
不器用
不器量
不在
不埒
不堪
不壊
不変
不夜城
不失正鵠
不如帰
不如意
不妊
不始末
不孝
不安
不定
不定愁訴
不実
不寝番
不審
不将不迎
不尽
不屈
不届き
不屑の教誨
不帰
不平
不幸
不当
不得手
不得要領
不徳
不心得
不快
不思議
不急
不恰好
不惑
不惜身命
不愍
不意
不慮
不憫
不戦
不手際
不承不承
不抜
不振
不摂生
不撓
不撓不屈
不敏
不敬
不整脈
不敵
不文律
不料簡
不断
不断節季
不日
不明
不易
不易流行
不時
不時着
不服
不本意
不朽
不朽不滅
不束
不条理
不格好
不正
不死身
不死鳥
不毛
不気味
不治
不況
不法
不浄
不渡り
不測
不満
不滅
不潔
不犯
不猟
不生女
不用
不用心
不用意
不相応
不眠
不眠不休
不知
不知不識
不知案内
不知火
不祝儀
不祥事
不穏
不穏当
不立文字
不粋
不精
不純
不細工
不縁
不羈
不羈奔放
不義
不義理
不老不死
不老長寿
不耕不織
不肖
不興
不良
不行跡
不要
不見転
不覚
不言不語
不言実行
不評
不詳
不調
不調法
不謹慎
不貞
不貞寝
不貞腐れる
不足
不躾
不軌
不辜
不退転
不通
不逞
不遇
不運
不遜
不適
不都合
不随
不随意筋
不順
不飲酒戒
不養生
不首尾
与える
与する
与る
与件
与党
与力
与国
与太
与太郎
与奪
与知
丐う
丑三つ時
丑寅
丑満時
丑紅
且々
且に
且且
丕きい
丕基
丕業
世々
世と推移す
世の中は三日見ぬ間の桜かな
世上
世世
世事
世人
世代
世俗
世嗣
世子
世帯
世情
世態
世故
世智
世智辛い
世渡り
世界
世相
世知
世知辛い
世紀
世紀末
世継
世襲
世評
世話
世話物
世説新語
世論
世辞
世迷言
世運隆替
世過ぎ
世道
世道人心
世間
世間の口に戸は立てられぬ
世間体
世間知らずの高枕
丘垤
丘壑
丘阜
丘陵
丙午
丞ける
丞相
両々
両つ
両下
両両
両人
両側
両全
両刀
両刃
両前
両天秤
両得
両性
両断
両替
両棲類
両極
両次
両生類
両用
両立
両端
両葉去らずんば斧柯を用うるに至る
両虎相闘う
両親
両隣
両雄
両雄並び立たず
両面
両頭
並びに
並ぶ
並べて
並み居る
並列
並称
並立
並置
並行
並駕斉駆
中たらずと雖も遠からず
中たる
中世
中傷
中元
中務
中原
中原に鹿を逐う
中古
中味
中和
中啓
中堅
中天
中央
中子
中宮
中州
中年
中座
中庸
中弛み
中心
中性
中押し
中断
中日
中有
中枢
中核
中次ぎ
中止
中正
中毒
中気
中洲
中流
中潜り
中略
中盤
中秋
中稲
中空
中立
中絶
中継
中継ぎ
中耳炎
中肉中背
中腰
中腹
中臈
中興
中華
中葉
中身
中軸
中退
中途
中途半端
中通外直
中道
中間
中陰
中風
中食
中馬
中﨟
丱女
串団子
丸々
丸い
丸い卵も切りようで四角
丸める
丸丸
丸吞み
丸呑み
丸坊主
丸太
丸太ん棒
丸寝
丸干し
丸損
丸腰
丸薬
丹前
丹唇
丹塗り
丹心
丹念
丹書鉄契
丹毒
丹田
丹精
丹誠
丹青
丹頂
主上
主事
主人
主人公
主体
主催
主典
主力
主動
主命
主唱
主因
主基田
主婦
主客転倒
主宰
主家
主将
主導
主峰
主席
主幹
主張
主役
主従
主戦
主旨
主権
主殿
主水
主治医
主流
主演
主潮
主犯
主監
主眼
主知
主砲
主神
主税
主立つ
主筆
主筋
主管
主義
主観
主計
主計頭
主語
主賓
主軸
主題
主馬
主鷹司
丼勘定
丼飯
乂安
乃ち
乃公
乃公出でずんば蒼生を如何せん
乃父
乃祖
乃米
乃至
久々
久しい
久久
久方振り
久遠
久闊
久離
之く
乍ち
乍ら
乎古止点
乏しい
乏少
乖く
乖戻
乖異
乖背
乖違
乖離
乗せる
乗りかかった船
乗る
乗務員
乗法
乗羃
乗輿
乗降
乙夜
乙女
乙姫
乙子
乙子月
乙張り
乙甲
乙鳥
九々
九つ
九九
九仞
九仞の功を一簣に虧く
九分九厘
九十
九十九
九十九折
九十九髪
九十路
九品
九夏三伏
九天
九夷
九官鳥
九州
九年母
九拝
九星
九曜
九死に一生を得る
九牛の一毛
九献
九皐
九竅
九腸寸断
九蓋草
九輪
九重
九面芋
九鼎大呂
乞う
乞丐
乞命
乞巧奠
乞食
乞骸
乱れる
乱丁
乱世
乱伐
乱入
乱取り
乱吹く
乱声
乱売
乱射
乱心
乱戦
乱打
乱掘
乱数表
乱暴
乱暴狼藉
乱杙
乱杭
乱気流
乱波
乱流
乱獲
乱用
乱痴気騒ぎ
乱発
乱立
乱筆
乱脈
乱臣
乱臣賊子
乱舞
乱行
乱視
乱読
乱調
乱費
乱造
乱闘
乱雑
乱雑無章
乱離
乱離拡散
乱離骨灰
乱高下
乱鴉
乱麻
乳兄弟
乳児
乳吞み子
乳呑み子
乳房
乳歯
乳母
乳母日傘
乳液
乳濁
乳狗人を搏ち伏鶏狸を搏つ
乳癌
乳糜尿
乳繰る
乳脹
乳腺
乳臭
乳酪
乳酸菌
乳鉢
乳飲み子
乳首
乾かす
乾く
乾す
乾っ風
乾児
乾分
乾反る
乾咳
乾坤
乾坤一擲
乾声
乾季
乾布
乾徳
乾性
乾拭き
乾期
乾杯
乾板
乾枯びる
乾柿
乾海鼠
乾涸びる
乾湿
乾溜
乾漆
乾煎り
乾燥
乾物
乾瓢
乾田
乾留
乾癬
乾綱
乾繭
乾肉
乾草
乾菓子
乾葉
乾酪
乾門
乾闥婆
乾飯
乾魚
乾鮭
乾鰯
乾麺
亀の年を鶴が羨む
亀の甲より年の劫
亀卜
亀手
亀毛兎角
亀甲
亀筮
亀裂
亀鑑
了う
了わる
了察
了承
了然
了知
了簡
了見
了解
予々
予て
予め
予予
予備
予兆
予告
予報
予奪
予定
予後
予想
予感
予断
予期
予測
予知
予算
予約
予習
予行
予見
予言
予選
予鈴
予防
予餞会
争う
争乱
争友
争名争利
争奪
争点
争端
争覇
争訟
争論
争議
事々物々
事々物物
事ある時は仏の足を戴く
事える
事上磨錬
事事物々
事事物物
事体
事例
事典
事切れる
事前
事務
事勿れ主義
事変
事大主義
事実
事実は小説よりも奇なり
事実無根
事後
事後承諾
事情
事態
事故
事柄
事業
事犯
事理
事理明白
事由
事績
事象
事跡
事蹟
事項
二つ
二の句
二の次
二の舞
二世
二乗
二人
二人三脚
二人称
二元論
二兎を追う者は一兎をも得ず
二六時中
二十
二十四節気
二十日
二十歳
二十重
二卵を以て干城の将を棄つ
二合半
二布
二幅
二年草
二形
二律背反
二心
二成
二日
二期作
二束三文
二杯酢
二枚目
二枚舌
二次元
二毛作
二河白道
二流
二番煎じ
二百十日
二竪
二者択一
二股膏薬
二藍
二親等
二言
二言目
二足の草鞋を履く
二途
二進も三進も
二進法
二重
二重人格
二階から目薬
于に
于嗟
于役
云々
云う
云云
云為
云爾
互い
互い先
互い違い
互助
互恵
互換性
互文
互生
互角
互譲
互選
五つ
五七調
五位鷺
五体投地
五倍子
五倫五常
五倫十起
五分五分
五加
五加木
五十
五十にして天命を知る
五十日
五十歩百歩
五十路
五十雀
五十集
五十音
五右衛門風呂
五味
五墓日
五大
五大州
五大洲
五官
五家宝
五彩
五徳
五感
五戒
五指
五斂子
五斗米
五斗米の為に腰を折る
五更
五月
五月晴れ
五月蠅
五月蠅い
五月闇
五月雨
五濁悪世
五灯会元
五百
五目
五穀
五節
五節供
五節句
五経
五線譜
五臓
五臓六腑
五葉松
五葷
五蘊
五行相剋
五衣
五輪塔
五里霧中
五鈷
五風十雨
井々
井に坐して天を観る
井の中の蛙大海を知らず
井井
井守
井底の蛙
井桁
井渫不食
井然
井目
井筒
亘る
亙る
些々
些か
些し
些事
些些
些少
些末
些細
亜ぐ
亜剌比亜
亜墨利加
亜寒帯
亜将
亜弗利加
亜拉毘亜
亜流
亜熱帯
亜爾然丁
亜硫酸
亜米利加
亜細亜
亜聖
亜鈴
亜鉛
亜鉛華
亜麻
亟やか
亡い
亡げる
亡びる
亡八
亡君
亡命
亡国
亡国の音
亡失
亡年の友
亡状
亡羊の嘆
亡羊補牢
亡者
亡躯
亡軀
亡霊
亡骸
亢奮
亢竜
亢竜悔い有り
亢進
交々
交う
交じる
交わす
交わる
交互
交交
交付
交代
交信
交叉
交叉点
交友
交合
交喙
交媾
交尾
交尾む
交差
交差点
交情
交戦
交換
交易
交替
交歓
交流
交渉
交番
交誼
交譲木
交遊
交配
交錯
交附
交際
交響曲
交頭接耳
交驩
亥の子
亥豕の誤り
亨る
享ける
享受
享年
享有
享楽
京の着倒れ大阪の食い倒れ
京上夫
京劇
京師
京染
京洛
京畿
京間
京鹿の子
亭々
亭主
亭主の好きな赤烏帽子
亭亭
亭子
亮らか
亮然
亮闇
亮陰
亶い
人こそ人の鏡なれ
人と屏風は直には立たず
人と屛風は直には立たず
人には添うて見よ馬には乗って見よ
人に一癖
人に七癖我が身に八癖
人の一寸我が一尺
人の一生は重荷を負いて遠き道を行くが如し
人の七難より我が十難
人の噂も七十五日
人の子の死んだより我が子の転けた
人の将に死なんとする、その言や善し
人の己を知らざるを患えず人を知らざるを患う
人の情けは世にある時
人の振り見て我が振り直せ
人の牛蒡で法事する
人の疝気を頭痛に病む
人の短を道う無かれ、己の長を説く無かれ
人の苦楽は紙一重
人の褌で相撲を取る
人は一代名は末代
人は故郷を離れて貴し
人を以て言を廃せず
人を以て鑑と為す
人を呪わば穴二つ
人を射るには先ず馬を射よ
人を怨むより身を怨め
人を恃むは自ら恃むに如かず
人を見たら泥棒と思え
人を謗るは鴨の味
人中
人中の竜
人事
人事を尽くして天命を待つ
人事不省
人件費
人伝
人体
人倫
人別改
人力
人力車
人参
人口
人口に膾炙す
人品
人員
人国記
人垢は身に付かぬ
人垣
人士
人外
人夫
人学ばざれば道を知らず
人寄せ
人寰
人工
人当たり
人形
人形浄瑠璃
人影
人後
人徳
人心
人心一新
人心地
人心恟々
人心恟恟
人怖じ
人情
人情味
人懐っこい
人払い
人擦れ
人数
人文
人智
人望
人木石に非ず
人材
人柄
人格
人様
人権
人権蹂躪
人民
人気
人波
人海戦術
人災
人為
人為淘汰
人煙
人熱れ
人物
人状
人生
人生、字を識るは憂患の始め
人生は朝露の如し
人生意気に感ず
人生行路
人畜
人盛んにして神祟らず
人目
人相
人知
人種
人絹
人聞き
人肌
人脈
人膚
人臣
人衆ければ則ち狼を食らう
人衆ければ天に勝つ
人見知り
人語
人質
人足
人跡未踏
人身
人身御供
人造
人道
人選
人長
人間
人間万事塞翁が馬
人間僅か五十年
人間到る処青山あり
人間国宝
人間工学
人集り
人雪崩
人非人
人面桃花
人面獣心
人面竹
人頽
人類
人馬
人魂
人魚
什一
什伍
什器
什宝
什物
仁侠
仁俠
仁徳
仁恕
仁愛
仁慈
仁王
仁祠
仁義
仁者は憂えず
仁者楽山
仁者無敵
仁術
仁誼
仄々
仄か
仄く
仄めかす
仄めく
仄仄
仄声
仄日
仄聞
仄韻
仆れる
仇も情けも我が身より出る
仇を恩にして報ずる
仇怨
仇敵
仇討ち
今の情けは後の仇
今を疑う者は、之を古に察す
今以て
今夕
今季
今宵
今年
今日
今日々
今日日
今昔
今昔の感
今是昨非
今暁
今更
今朝
今期
今様
今次
今生
今般
今際
今際の念仏誰も唱える
今風
介ける
介する
介党鱈
介入
介助
介在
介意
介抱
介添え
介護
介錯
仍って
仍る
仍孫
仏の座
仏の顔も三度
仏事
仏作って魂入れず
仏像
仏典
仏刹
仏壇
仏師
仏心
仏性
仏手柑
仏掌薯
仏教
仏桑花
仏法僧
仏滅
仏生会
仏籬祖室
仏縁
仏舎利
仏蘭西
仏足石歌
仏門
仏閣
仏陀
仏頂面
仏頼んで地獄へ堕ちる
仏龕
仔細
仕える
仕る
仕事
仕儀
仕出し
仕分ける
仕合
仕官
仕度
仕手
仕損じる
仕方
仕来り
仕業
仕様
仕種
仕立てる
仕置
仕舞
仕舞屋
仕草
仕送り
他事
他人
他人の念仏で極楽参り
他人の疝気を頭痛に病む
他人の飯を食う
他人事
他力
他力本願
他家
他山の石
他律
他意
他愛ない
他所
他日
他殺
他流
他生
他界
他聞
他行
他言
他面
仗る
仗身
付き添う
付き纏う
付く
付ける
付け出し
付す
付与
付会
付則
付加
付加価値
付和雷同
付図
付属
付帯
付焼刃
付着
付箋
付置
付言
付託
付記
付設
付議
付贅懸疣
付録
付随
仙人
仙人帽
仙人掌
仙境
仙姿玉質
仙娥
仙才鬼才
仙椎
仙毛欅
仙翁
仙花紙
仙郷
仙風道骨
仙骨
代々
代わる
代人
代代
代休
代作
代価
代償
代参
代名詞
代官
代弁
代役
代掻き
代搔き
代数
代書
代替
代案
代物
代理
代用
代田
代筆
代署
代行
代表
代襲相続
代言人
代講
代謝
代議士
代赭
令兄
令名
令外官
令夫人
令妹
令婿
令嬢
令室
令尹
令息
令旨
令書
令法
令状
令色
令達
令閨
以て
以ての外
以往
以心伝心
以来
以毒制毒
以為
以色列
以身殉利
以降
仮す
仮令
仮借
仮初
仮名
仮定
仮寓
仮寝
仮性
仮想
仮構
仮標
仮死
仮泊
仮漆
仮病
仮眠
仮睡
仮称
仮葬
仮装
仮託
仮設
仮説
仮面
仮面梟
仰々しい
仰々子
仰いで天に愧じず
仰く
仰ぐ
仰け反る
仰せ
仰せ付かる
仰る
仰仰しい
仰仰子
仰向け
仰天
仰山
仰有る
仰望
仰臥
仰視
仰角
仰領
仲の良いで喧嘩する
仲人
仲介
仲仕
仲兄
仲呂
仲居
仲店
仲秋
仲立ち
仲裁
仲見世
仲買
仲違い
仲間
任じる
任せる
任侠
任俠
任免
任務
任命
任地
任官
任意
任放
任期
任用
任那
任重くして道遠し
企てる
企む
企劃
企及
企図
企業
企画
伉儷
伊予柑
伊吹
伊呂波
伊太利
伊弉冉尊
伊弉諾尊
伊曽保
伊蘇普
伊蘭
伊豆
伊達
伊達の薄着
伊達巻
伊邪那岐命
伊邪那美命
伊部焼
伍する
伍長
伎倆
伎楽
伎楽面
伎癢に堪えず
伎能
伎芸
伎芸天
伏す
伏せ字
伏兎
伏兵
伏在
伏日
伏流
伏竜鳳雛
伏籠
伏線
伏罪
伏魔殿
伐つ
伐る
伐採
伐木
休まる
休む
休刊
休心
休息
休憩
休戚
休戦
休暇
休業
休止
休眠
休神
休祥
休職
休診
休閑地
休題
休養
会う
会する
会厭
会友
会合衆
会同
会堂
会席
会式
会得
会心
会意
会期
会盟
会稽の恥
会者定離
会葬
会衆
会見
会計
会話
会談
会釈
会頭
会食
伝う
伝える
伝令
伝助
伝動
伝奇
伝家
伝家の宝刀
伝導
伝手
伝承
伝授
伝播
伝来
伝染
伝法
伝票
伝統
伝習
伝習録
伝聞
伝言
伝記
伝説
伝送
伝道
伝達
伝馬船
伯仲
伯仲の間
伯仲叔季
伯剌西爾
伯叔
伯林
伯楽
伯楽の一顧
伯母
伯爵
伯父
伯牙琴を破る
伯耆
估券
伴う
伴侶
伴天連
伴奏
伴走
伴造
伴食
伴食宰相
伶人
伶俐
伶官
伸し歩く
伸し餅
伸す
伸びる
伸る
伸るか反るか
伸子
伸展
伸張
伸暢
伸縮
伸長
伺う
伺候
似し
似た者夫婦
似て非なる者
似る
似我蜂
似紫
似絵
似而非
似非
似非侍の刀弄り
伽羅
伽羅の仏に箔を置く
伽羅蕗
伽藍
伽陀
佃煮
但し書
但馬
佇まい
佇む
佇思停機
佇立
位牌
位相
位置
位階
低い
低き所に水溜まる
低める
低下
低人
低俗
低利
低劣
低唱微吟
低回
低回顧望
低姿勢
低廉
低木
低減
低湿
低能
低落
低調
低迷
低頭
低頭傾首
住まう
住み家
住む
住めば都
住人
住処
住居
住持
住職
佐ける
佐幕
佑ける
佑助
体たらく
体よく
体位
体元居正
体刑
体制
体力
体勢
体型
体形
体得
体感温度
体操
体格
体様
体現
体積
体系
体罰
体育
体腔
体臭
体裁
体言
体調
体貌閑雅
体質
体躯
体軀
体面
体験
何でも来いに名人なし
何れ
何れ菖蒲か杜若
何処
何分
何卒
何奈
何奴
何如
何所
何故
何方
何時
何某
何等
何若
何首烏
佗しい
佗びる
余る
余人
余儀ない
余光
余分
余剰
余力
余勢
余命
余喘
余地
余塵
余威
余寒
余弊
余得
余徳
余念
余情
余慶
余憤
余戸
余所
余所見
余技
余暇
余栄
余桃の罪
余殃
余沢
余波
余滴
余瀝
余炎
余焔
余焰
余熱
余燼
余生
余病
余白
余禄
余程
余罪
余聞
余興
余薫
余蘊
余裕
余裕綽々
余裕綽綽
余計
余話
余談
余財
余輩
余醺
余録
余震
余韻
余韻嫋々
余韻嫋嫋
佚を以て労を待つ
佚文
佚楽
佚民
佚遊
作す
作る
作事
作付け
作動
作務衣
作史三長
作家
作意
作成
作戦
作文三上
作柄
作況
作法
作為
作物
作物所
作用
作礼而去
作興
作製
作詞
作風
佝僂病
佞人
佞奸
佞姦
佞弁
佞者
佞臣
佞言
佞諂
佩く
佩びる
佩刀
佩帯
佩服
佩楯
佩物
佩玉
佩用
佯狂
佳い
佳人
佳人薄命
佳什
佳作
佳境
佳日
佳節
佳肴
佳話
佳辰
佳饌
併し
併せる
併ぶ
併合
併吞
併呑
併存
併用
併発
併称
併置
併行
併記
併設
併読
併進
佶屈
佼しい
使う
使っている鍬は光る
使君
使命
使嗾
使役
使徒
使用
使節
使者
使途
侃々
侃々諤々
侃々諤諤
侃侃
侃侃諤々
侃侃諤諤
侈る
例える
例会
例外
例示
例祭
例規
例解
例言
例証
例題
侍る
侍医
侍史
侍女
侍婢
侍座
侍従
侍臣
侍講
侏儒
侏離
侑める
侘住い
侘助
侘茶
供える
供する
供与
供出
供奉
供宴
供御
供応
供物
供笥
供米
供給
供花
供華
供覧
供託
供述
供養
依る
依代
依存
依怙
依怙地
依怙贔屓
依怙贔屭
依拠
依据
依然
依稀
依託
依頼
侠客
侠気
侠骨
価値
価格
価額
侮る
侮罵
侮蔑
侮言
侮辱
侯伯
侯爵
侵す
侵入
侵害
侵寇
侵掠
侵攻
侵犯
侵略
侵蝕
侵食
侶伴
便々
便ち
便り
便乗
便乱坊
便佞
便便
便利
便宜
便意
便服
便殿
便法
便益
便秘
便箋
便船
便衣
便覧
便通
係る
係わる
係争
係員
係属
係数
係留
係累
係船
促す
促成
促進
促音
促音便
俄か
俄成金
俄然
俄狂言
俄長者は俄乞食
俄雨
俊れる
俊傑
俊彦
俊才
俊敏
俊爽
俊秀
俊英
俊足
俊邁
俊髦
俎上
俎上の肉
俎板
俎豆
俑を作る
俔う
俗世
俗世間
俗事
俗人
俗信
俗化
俗名
俗塵
俗字
俗念
俗悪
俗曲
俗気
俗流
俗物
俗界
俗称
俗縁
俗習
俗耳
俗臭
俗解
俗語
俗説
俗論
俗諦
俗諺
俗謡
俘囚
俘虜
俚俗
俚歌
俚耳
俚言
俚諺
俚謡
俛せる
俛首帖耳
保つ
保んじる
保健
保全
保合
保姆
保存
保守
保安
保持
保有
保母
保温
保留
保税
保管
保線
保育
保証
保護
保身
保釈
保険
保障
保革伯仲
保養
俟つ
俠客
俠気
俠骨
信じる
信仰
信任
信号
信士
信天翁
信太鮨
信奉
信女
信実
信徒
信心
信心は徳の余り
信心過ぎて極楽通り越す
信念
信憑
信拠
信教
信書
信望
信条
信楽焼
信濃
信玄袋
信用
信田鮨
信管
信義
信者
信託
信認
信賞必罰
信越
信頼
修める
修了
修二会
修交
修士
