一丁字
二王
二程
二程・二程子
二程全書
二程子
二竪
二聖
二郎神
二郎神（神）
二郎神
二酉
二陸
二雅
二難
二鼓
于于
于公高門
于嗟
于定国
于定国（國）
于定國
于帰
于帰（歸）
于思
于武陵
于歸
于越
于闐
于飛
云云
云何
云何・云胡
云為
云為（爲）
云爲
云爾
云胡
互市
互市監
互恵
互恵（惠）
互惠
互文
互訓
互譲
互譲（讓）
互讓
五不取
五不取・五不娶
五不娶
五不孝
五中
五代
五代史
五代史記
五伯
五位
五体
五体（體）
五倉
五倫
五兵尚書
五典
五内
五刃
五刑
五劇
五勝
五十歩百歩
五千言
五原
五古
五味
五品
五四運動
五塵
五声
五声（聲）
五夜
五大
五大夫
五季
五宗
五官
五尺之童
五山
五山文学
五山文学（學）
五山文學
五岳
五岳（嶽）
五嶺
五嶽
五帝
五常
五弦
五弦・五絃
五彩
五律
五悪
五悪（惡）
五情
五惡
五感
五慾
五戒
五教
五斗米
五斗米道
五方
五星
五星・五緯・五曜
五曜
五更
五服
五朝名臣言行錄
五朝名臣言行録
五朝名臣言行録（錄）
五材
五松山
五柳先生
五欲
五欲・五慾
五津
五灯会元
五灯會元
五灯（燈）会（會）元
五燈会元
五燈會元
五爵
五爵・五等
五牲
五畜
五畝之宅
五百羅漢
五百羅漢・五百阿羅漢
五百阿羅漢
五礼
五礼（禮）
五福
五福（福）
五禮
五穀
五等
五紀
五絃
五経
五経博士
五経大全
五経正義
五経（經）
五経（經）博士
五経（經）大全
五経（經）正義
五絶
五經
五經博士
五經大全
五經正義
五緯
五羖大夫
五聲
五胡
五胡十六国
五胡十六国（國）
五胡十六國
五臓
五臓六腑
五臓（臟）・五蔵（藏）・五倉・五中
五臓（臟）六腑
五臟
五臟六腑
五臣
五色
五花馬
五苦
五蔵
五藏
五蘊
五蘊・五陰
五蠹
五行
五行相剋
五行相剋・五行相勝
五行相勝
五行相生
五行説
五覇
五覇（霸）・五伯
五言
五言古詩
五言古詩・五古
五言律詩
五言律詩・五律
五言排律
五言絶句
五貢
五車之書
五輪
五逆
五達道
五采
五采・五彩
五里霧中
五金
五銖銭
五銖銭（錢）
五銖錢
五門
五陰
五陵
五雑組
五雑（雜）組
五雜組
五雲
五霊
五霊（靈）
五霸
五靈
五音
五風十雨
五馬
五體
五鼓
五福
井井
井市
井田
井竈
井臼
井花
井花・井華
井華
井蛙
井蛙不可以語於海
井蛙不可以語於海（海）
井蛙不可以語於海
井陘口
井魚
亘古
亙古
些事
些些
些少
些末
些細
亜匹
亜卿
亜子
亜将
亜将（將）
亜將
亜流
亜父
亜相
亜聖
亟務
亟疾
亡人
亡何
亡佚
亡党
亡党（黨）
亡匿
亡卒
亡去
亡叛
亡命
亡国之声
亡国之聲
亡国之音
亡国（國）之音・亡国之声（聲）
亡國之音
亡失
亡奔
亡帰
亡帰（歸）
亡年交
亡慮
亡戟得矛
亡歸
亡歿
亡沒
亡没
亡没（沒）・亡歿
亡状
亡状（狀）
亡狀
亡羊之嘆
亡羊之嘆・亡羊之歎
亡羊之歎
亡羊補牢
亡聊
亡臣
亡賴
亡走
亡身
亡逸
亡逸・亡佚
亡霊
亡霊（靈）
亡靈
亡頼
亡頼（賴）
亡魂
亡黨
亢厲
亢旱
亢烈
亢直
亢礼
亢礼（禮）
亢禮
亢竜有悔
亢竜有悔
亢竜（龍）有悔（悔）
亢陽
亢龍有悔
亢龍有悔
交交
交分
交割
交午
交厝
交叉
交合
交址
交媾
交子
交対
交対（對）
交對
交州
交差
交差・交叉
交幷
交待
交情
交感
交態
交戟
交手
交接
交換
交易
交暢
交構
交構・交遘
交横
交款
交歓
交歓（歡）・交驩・交款
交歡
交渉
交游
交結
交絶不出悪声
交絶不出悪聲
交絶不出悪（惡）声（聲）
交絶不出惡声
交絶不出惡聲
交臂
交衢
交語
交誼
交趾
交趾・交址
交通
交連
交遊
交遊・交游
交遘
交鈔
交鋒
交錯
交錯・交厝
交関
交関（關）
交關
交際
交馳
交驩
亥月
亥豕
亨通
亨運
享受
享国
享国（國）
享國
享宴
享年
享楽
享楽（樂）
享樂
享祀
享祉
享祭
享祭・享祀
享福
享福（福）・享祉（祉）
享食
享福
享祉
京丘
京兆
京兆尹
京劇
京吏
京国
京國
京城
京官
京官・京吏
京尹
京師
京師・京国（國）
京本通俗小説
京様
京様（樣）
京樣
京洛
京畿
京華
京観
京観（觀）・京丘
京觀
京輦
京邑
京都
京闕
亭亭
亭伝
亭候
亭傳
亭台
亭台（臺）
亭戸
亭次
亭次・亭伝（傳）
亭毒
亭然
亭育
亭育・亭毒
亭臺
亭長
亭障
亮察
亮抜
亮抜（拔）
亮拔
亮済
亮済（濟）
亮濟
亮然
亮直
亮節
亮節（節）
亮達
亮闇
亮陰
亮陰・亮闇
亮節
亹亹
人一能之己百之
人不学不知道
人不学（學）不知道
人不學不知道
人世
人中騏驥
人主
人之将死其言也善
人之将（將）死其言也善
人之將死其言也善
人事
人事不省
人倫
人傑
人傑地霊
人傑地霊（靈）
人傑地靈
人兵
人口
人君
人君・人主
人和
人品
人地
人境
人士
人壽
人外
人天
人妖
人妖・人祅
人定
人定勝天
人客
人寰
人寿
人寿（壽）
人工
人彘
人役
人径
人径（徑）
人後
人徑
人微言軽
人微言軽（輕）
人微言輕
人心
人心如面
人性
人情
人我
人才
人才・人材
人文
人文科学
人文科学（學）
人文科學
人日
人望
人材
人格
人権
人権（權）
人權
人民
人流
人為
人為（爲）
人煙
人爲
人爵
人牧
人物
人理
人琴之嘆
人琴之歎
人琴俱亡
人琴俱亡・人琴之嘆・人琴之歎
人生
人生七十古來稀
人生七十古来稀
人生七十古来（來）稀
人生如朝露
人生感意気
人生感意気（氣）
人生感意氣
人皇
人祅
人種
人籟
人臣
人莫躓於山而躓於垤
人衆者勝天
人表
人語
人跡
人跡・人迹・人踪
人踪
人身
人迹
人道
人鏡
人鑑
人鑑・人鏡
人間
人間万事塞翁馬
人間万（萬）事塞翁馬
人間到処有青山
人間到処（處）有青山
人間到處有青山
人間萬事塞翁馬
人雄
人霊
人霊（靈）
人靈
人面獣心
人面獣（獸）心
人面獸心
人頭税
人風
人鬼
什一
什二
什五
什伍
什伍・什五
什伯
什佰
什佰・什伯・什百
什佰之器
什具
什器
什器・什具
什摩
什物
什百
什襲
什長
什麼
什麼・什摩
仁信
仁兄
仁厚
仁君
仁声
仁声（聲）
仁壽
仁宗
仁寿
仁寿（壽）
仁弟
仁徳
仁恕
仁恤
仁恵
仁恵（惠）
仁惠
仁愛
仁政
仁沢
仁沢（澤）
仁澤
仁獣
仁獣（獸）
仁獸
仁王
仁篤
仁義
仁義礼智
仁義礼智信
仁義礼（禮）智
仁義礼（禮）智信
仁義禮智
仁義禮智信
仁者
仁者楽山
仁者楽（樂）山
仁者樂山
仁者無敵
仁聲
仁術
仁謹
仁譲
仁譲（讓）
仁讓
仁里
仁風
仄声
仄声（聲）
仄字
仄径
仄径（徑）
仄徑
仄日
仄目
仄聞
仄聲
仄起
仄陋
仆偃
仆斃
仇仇
仇匹
仇怨
仇恨
仇敵
仇疾
仇疾・仇恨
仇英
仇讐
仇讐・仇敵
仇隙
今上
今体
今体詩
今体（體）
今体（體）詩
今來古往
今古
今古奇観
今古奇観（觀）
今古奇觀
今夫
今夫・今是
今文
今文学
今文学（學）
今文學
今昔
今昔之感
今是
今来古往
今来（來）古往
今生
今者
今茲
今隷
今隷（隸）
今隸
今雨
今體
